	X0100.015.007	X0285.015.009	X1000.015.002	X1005.015.008	X1009.015.013	X1011.015.015	X1013.015.017	X1015.015.019	X1016.015.020	X1017.015.021	X1018.015.022	X1019.015.023	X1051.016.036	X1058.016.043	X1084.016.071	X1089.016.076	X1092.016.079	X1106.016.093	X1150.016.137	X1155.016.142	X1158.016.145	X1161.016.148	X1163.016.150	X1184.016.171	X1190.016.177	X1195.016.182	X1204.016.191	X1435.019.073	X1480.019.118	X1484.019.122	X1486.019.124	X1500.019.138	X1503.019.141	X1504.019.142	X1526.019.164	X1535.019.173	X1537.019.175	X1541.019.179	X1542.019.180	X1543.019.181	X1544.019.182	X1545.019.183	X1547.019.185	X1551.019.189	X1553.019.191	X1554.019.192	X1555.019.193	X1556.019.194	X1557.019.195	X1558.019.196	X1559.019.197	X1563.019.201	X1564.019.202	X1565.019.203	X1566.019.204	X1567.019.205	X1568.019.206	X1569.019.207	X1571.019.209	X1573.019.211	X1575.019.213	X1576.019.214	X1581.019.219	X1290.018.076	X1254.018.040	X1286.018.072	X1260.018.046	X1258.018.044	X1242.018.028	X1238.018.024	X1230.018.016	X1264.018.050	X1252.018.038	X1244.018.030	X1232.018.018	X1228.018.014	X1248.018.034	X1348.018.134	X1340.018.126	X1338.018.124	X1328.018.114	X1334.018.120	X1324.018.110	X1310.018.096	X1318.018.104	X1320.018.106	X1326.018.112	X1322.018.108	X1316.018.102	X1314.018.100	X1302.018.088	X1304.018.090	X1308.018.094	X1300.018.086	X1306.018.092	X1294.018.080	X1298.018.084	X1292.018.078	X1288.018.074	X1282.018.068	X1276.018.062	X1272.018.058	X1278.018.064	X1280.018.066
GABA synthesis, release, reuptake and degradation Homo sapiens R-HSA-888590	0.643552311435523	1	1	0.806486960333114	0.964256607288392	1	1	1	1	1	1	1	0.879469183748106	0.770944732883692	0.687846181257602	0.248850977146858	0.961406408690754	1	1	1	1	0.556023856858847	1	0.56152380952381	1	1	1	1	0.692804180426169	1	0.508170310701956	1	1	1	0.78361868708595	1	1	0.977736253702662	1	0.75169779286927	1	0.843512043512044	1	1	1	1	1	1	1	0.834379021879022	1	1	0.764750378214826	1	1	1	0.974517107134836	0.951297044856952	1	0.874411764705882	1	1	0.737438905180841	1	1	1	1	1	1	1	1	1	1	1	1	0.596282607531201	1	1	1	1	1	0.667830065551172	1	0.926026600926888	1	0.980979143571631	1	1	0.856564661706204	1	1	1	1	1	1	0.705640573966017	1	1	0.938483329839872	1	1	1	1	0.679865461275626
Na+/Cl- dependent neurotransmitter transporters Homo sapiens R-HSA-442660	0.686657913520087	0.343883495145631	1	1	1	1	1	1	1	1	1	1	1	0.421828908554572	0.829327552725466	0.2215837621498	0.68338419475552	0.824255369645188	1	0.36549585237077	0.828163992869875	0.111788617886179	1	1	1	0.758106517318874	1	0.413091889357712	0.577743871218793	1	0.122211595126994	1	0.819095078637063	1	1	1	1	1	1	0.903909874088801	1	0.980659914530608	1	0.341546386742479	1	0.473930933902807	0.977845292551376	1	1	0.237135626581685	1	0.0646232439335888	0.866888936525384	0.577144443694049	0.288821943871888	1	0.781950757469609	0.488156171308983	0.480531813865147	0.799244529904404	1	1	0.643984164323828	1	0.891474385708085	1	1	0.990546094719259	0.871329664477188	1	0.17037037037037	0.323080339792349	1	1	1	1	1	1	1	0.414614121510673	1	0.253	0.848672033792453	0.21305861217157	0.946082628173221	1	1	1	0.235604532050287	0.609853606913987	1	1	1	1	1	0.960926743578787	0.46986494658335	1	0.99117456059106	0.551604884902194	1	0.225161812297735	0.77726574500768	1
Amine compound SLC transporters Homo sapiens R-HSA-425428	0.44671070656641	0.413882847210604	1	1	1	1	1	1	1	1	1	1	0.792642435556298	0.0603458556946929	1	0.0619632946303926	0.37871047860831	1	1	0.960653753026634	0.943787958882638	0.0920167303146027	1	0.578864578864579	1	0.763389489564999	1	0.680865449628127	0.568281101614435	1	0.0884253319169093	1	0.276211642687254	1	0.848003497522588	0.80008547008547	1	0.769230769230769	1	1	1	0.799394957983193	1	0.785739130434782	1	0.255671041650861	1	1	0.962784710951928	0.137927274709699	0.663742216846535	0.25922131147541	0.891957722204636	0.532549140999845	0.585944850546428	0.515848670756646	0.711882308562807	0.710399062179456	0.254231433506045	0.680067028407277	1	1	0.343071992110454	1	0.674744897959184	1	0.828235294117647	1	0.628443174862273	1	0.0966703056768559	0.552882377936505	1	1	1	1	1	0.991762767710049	0.821891718752705	0.182475158084914	1	0.0963130745950473	0.732301621261827	0.252504009980396	1	1	1	1	0.427075351213282	0.0779370804400005	1	0.664473684210526	1	0.734341312978377	1	0.76456303626801	0.772413793103448	1	1	0.063591805957019	1	0.503041636092504	0.579942693409742	0.951732817170176
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds Homo sapiens R-HSA-425366	0.69072708113804	0.564556305137519	1	1	0.971665248916434	1	1	1	1	1	1	1	0.893015030946065	0.224865825727276	0.78979893361709	0.0268793619142572	0.165018104742559	0.431093238822246	1	0.850490236467002	0.730826010544816	0.340917336097435	1	1	0.891864312440088	0.763389489564999	1	1	1	1	0.0230163904598729	1	1	1	1	0.71875	1	0.752002201733865	1	1	1	1	1	1	1	0.257579617834395	0.694368131868132	1	1	0.187725249099004	0.671087533156499	0.621595289532766	0.145300373670595	0.155248739864124	1	1	0.139179515418502	0.915768360702282	0.521481481481481	1	1	1	0.241968049307499	1	1	1	1	1	0.591525907819837	1	0.484802431610942	0.540598290598291	0.866152136700802	1	0.486057551753421	1	1	0.905105968184422	1	0.869855178718912	1	0.351736282748393	1	0.608058608058608	1	0.90808870657608	1	1	0.43903506851714	0.181794115422434	1	1	1	0.903609544834568	1	0.552401746724891	1	1	0.547649553944468	0.18316567596403	1	1	0.289325288852084	0.656042353195397
SLC-mediated transmembrane transport Homo sapiens R-HSA-425407	0.912001696352841	0.790241576866487	1	0.874415164961212	1	1	1	1	1	1	1	1	1	0.899703079685126	0.181027136129177	0.0268793619142572	0.112789015507221	1	0.433547536661724	0.77358473988033	0.396921919975106	1	1	0.824919941775837	0.891864312440088	0.192761904761905	1	1	0.505667324128863	0.977672820953199	0.0297236173524833	1	0.517212426532326	1	1	0.803957678835807	1	0.19280442804428	1	1	1	1	1	0.901459034792368	0.762341325811001	0.671557971014493	0.623357152592535	1	1	0.0997437413759117	0.44	0.577045497097922	0.125997008973081	0.112027453368019	1	1	0.435578231292517	0.726215466280613	0.626730270315508	1	0.5827303908069	1	0.252635308707591	1	1	0.731884057971015	1	0.947324293676261	0.735356421498596	1	0.537229377279232	0.585147165985489	1	0.863209034100391	0.237516869095816	1	1	1	1	1	1	0.856420980543224	0.230313165095774	0.87936557953889	1	1	0.739655172413793	1	0.204469523678951	0.555295950155763	1	1	1	1	1	0.160625814863103	1	1	0.0678238723946116	0.561283631261058	1	0.965179787927255	0.0395931142410016	0.645933014354067
Transmembrane transport of small molecules Homo sapiens R-HSA-382551	0.306347554630593	1	1	1	1	1	1	1	1	1	1	1	1	0.869940607719919	0.632348333029696	0.0268793619142572	0.068418913426365	1	0.2084234373391	1	1	1	1	0.838478981336124	0.277894736842105	1	0.787601725659378	1	0.90584882104916	1	0.440186694697879	1	1	1	1	0.876018099547511	1	0.99684552650994	1	0.978339022990242	1	1	1	1	0.790550137297604	1	1	1	1	0.128036437246964	0.799636050186764	0.917212626563431	0.10602578107931	0.260295113036415	1	1	0.506908077994429	0.971990807239299	0.838391717915692	1	1	1	0.329192672860715	0.336772046589018	0.747508305647841	1	1	0.912887529741278	0.600830566849441	1	0.604829070045422	0.350027670171555	0.866152136700802	1	1	1	1	1	1	0.530852517607484	1	0.890474321930106	1	1	1	0.79043499158856	1	0.901748027248101	0.43903506851714	0.0245297653674617	1	1	1	1	1	0.949931547762595	1	1	0.304717833314844	0.761486329525599	1	1	0.0505494505494506	1
Transport of inorganic cations/anions and amino acids/oligopeptides Homo sapiens R-HSA-425393	0.463699420138724	1	1	0.898921832884097	1	1	1	1	0.959149407038561	1	1	1	1	0.940565417488494	0.174413518185346	0.0910666030837705	0.176386901110884	0.826238738738739	0.153846153846154	0.530170075027597	0.251366120218579	0.852964488652221	1	0.793069852162494	0.703783182323955	0.155143338954469	0.774964263835001	1	0.349128756870541	0.407594391315343	0.101222004783649	1	0.165847263192396	1	1	1	1	0.0831980269242627	1	0.401624080349238	1	0.899432143538843	1	0.292412989660696	0.59839942975635	0.720189800057954	0.758294086865515	1	1	0.435541296607849	0.671087533156499	0.558356676003735	0.495074317317663	0.528878556883098	0.590102423689281	1	1	0.915768360702282	1	1	1	1	0.999021717863432	1	1	0.728643216080402	1	1	0.795094973271918	1	0.286801619433198	0.876534979001772	1	0.751135172895564	0.782134867709674	1	1	1	1	1	1	0.865800865800866	0.256926631759693	1	1	1	1	0.96871772170577	0.30774269005848	0.638751484435634	1	1	1	1	1	0.567743512264486	1	1	0.269866666666667	0.910763420157715	1	0.773980598156422	0.249261083743842	0.912575438596491
Amino acid transport across the plasma membrane Homo sapiens R-HSA-352230	1	1	1	1	1	1	1	1	1	1	1	1	1	0.746706018762517	0.538895930952958	0.802981187487879	0.0715525486167688	1	1	0.14877304082325	0.206168765024651	0.313902736235737	1	1	0.786497491087871	0.269837883959044	1	1	0.153048738571527	1	0.90651776258785	1	0.583386958386958	1	1	0.741291372761801	1	0.22619809605088	1	0.130060403547102	1	1	1	0.203791661592173	0.158141473070111	0.493871569411138	1	1	1	1	0.955512357678423	1	0.527678657023253	0.509430163098195	0.404372520478351	1	1	1	1	0.912754875182621	1	1	1	1	1	1	0.598725142180999	1	0.621415445296042	1	0.432660997493382	1	1	0.964023039432875	0.620448971892096	1	0.826774093585374	1	1	1	1	0.15077395722557	0.582272399711746	1	0.995852039578868	0.76473063973064	1	1	0.172549019607843	0.795440362116771	1	0.516390977443609	1	0.871806151251879	1	1	0.57043614011123	1	1	0.86472138896464	1	0.580327222550759	1	0.58441282133891
Amino acid and oligopeptide SLC transporters Homo sapiens R-HSA-425374	0.625332629040135	0.823451164633629	1	0.713022351797862	1	1	1	1	1	1	1	1	1	1	0.590445318570319	0.278420356906808	0.190543159483424	1	0.821819374948733	0.0843361445381513	0.240356744704571	0.338688085676037	1	0.769933049300061	0.703783182323955	0.192761904761905	1	1	0.0900297619047619	0.72795935800027	0.217135247114531	1	0.289253048780488	1	1	1	1	0.232527050173372	0.991913746630728	0.365791946793899	1	1	0.989321702511656	0.218166014776184	0.330119608553824	0.533407422374891	1	1	1	0.865887270194142	1	0.995148813425987	0.779714005169125	0.381194196428571	0.508126313187492	1	1	1	1	1	1	1	0.897965360223411	1	0.976547094608769	1	1	1	0.735356421498596	1	0.125185551707076	1	1	1	1	1	1	1	1	1	1	0.576876078658621	0.579192718931518	1	1	0.723351358070731	1	1	0.100923182129018	0.571727485771677	1	0.664473684210526	1	0.995593033177734	1	1	0.967656180770935	1	0.99438858132791	0.543773992384436	1	0.996745244106692	0.621849261077629	0.989375834326676
Zinc transporters Homo sapiens R-HSA-435354	1	1	1	1	0.578465063001145	1	1	1	1	1	0.685279234267622	1	1	0.902018208442096	0.993891281156802	0.358767942583732	0.932175312381674	0.908814589665653	1	1	0.730826010544816	1	1	1	0.818256351104552	1	1	1	0.718090839107005	1	0.160700512680913	1	0.818133570308932	1	1	1	1	1	1	1	1	1	1	1	1	0.548003701745108	1	1	1	1	1	1	0.866888936525384	1	1	0.752443845462713	0.413036211699164	1	1	0.775132071600759	0.821711187261743	0.698623635500712	0.576856335754641	1	0.58191018342821	1	0.798179887759745	1	0.651435045317221	1	0.835735735735736	1	1	1	0.492689438555163	1	1	1	1	0.751935675997618	1	1	0.318248398964437	0.705509548757816	1	0.988743044050805	1	1	1	0.676517878989129	1	1	1	0.504704908160193	1	0.611348221345815	1	1	0.518746338605741	0.892784955722565	1	1	1	1
Metal ion SLC transporters Homo sapiens R-HSA-425410	1	1	1	1	0.907202604839162	1	1	1	1	1	0.84350339450158	1	1	0.843099949264333	0.810230065207716	0.520618769053308	1	0.908814589665653	1	1	0.359215547076049	0.781054799647579	1	1	0.602837094250088	1	0.752699712846585	1	0.704399750888376	1	0.380886925216822	1	0.509728298411236	1	1	1	1	0.640635561160151	1	1	1	1	1	1	1	0.671557971014493	1	1	1	1	0.976711197299433	1	1	1	1	0.747909879160849	0.444685842241356	1	0.626730270315508	0.698083967314736	1	1	0.697354572271386	1	0.931216931216931	1	1	1	1	1	0.586532951289398	1	1	1	0.371254247760272	1	1	0.792905589771576	1	1	1	0.334684956719294	0.152401513568726	0.559409888357257	1	1	0.551462765957447	1	0.833903743315508	1	1	1	1	1	1	0.383202227976743	1	1	0.715996548748921	1	1	1	0.698578199052133	0.964824120603015
Amino acid synthesis and interconversion (transamination) Homo sapiens R-HSA-70614	1	0.476829268292683	1	0.713022351797862	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.172294421428977	1	1	1	1	1	1	0.742895933316494	1	0.262029731719135	1	0.66605378074006	1	0.945598006644518	1	1	0.208745874587459	1	0.977736253702662	1	1	1	0.81917958241078	1	1	1	1	1	1	1	1	1	1	0.676815011690414	0.992371082082839	1	1	0.977014548915958	0.915768360702282	1	1	1	1	0.591054131054131	1	1	1	1	1	0.660287081339713	1	1	0.543299607681189	1	0.44388128076417	1	1	1	1	1	1	1	0.184600614439324	1	1	0.180988184747583	1	1	1	1	0.55082248416608	1	1	1	0.47030773271908	1	0.578612055779141	1	1	0.61555525739076	0.985445756316403	1	1	1	0.315500685871056
Transport of vitamins, nucleosides, and related molecules Homo sapiens R-HSA-425397	0.781467181467181	1	1	1	0.850592289706681	1	1	1	1	1	1	0.973319559719303	1	0.211641965370835	0.224082055668882	1	0.480231503640074	1	1	1	0.964970390444645	0.508479981707189	1	1	1	0.977405283010769	1	1	1	1	0.63031089628834	1	1	1	1	1	1	1	1	0.918688780558657	1	1	1	1	1	0.990884265077813	1	1	1	1	1	1	0.846279059551642	0.565551755776128	0.114350282485876	0.571766666666667	1	1	1	1	0.913290113452188	1	0.85180663507109	1	1	1	1	0.471350790770029	1	1	1	1	1	1	1	0.417241379310345	1	1	1	1	1	0.37648413124581	1	1	1	1	1	1	1	0.609502793748482	1	1	1	0.585870646766169	1	0.617696988193106	0.612068311195446	1	0.319214930342592	1	1	0.515212489999758	0.788438133874239	1
Disorders of transmembrane transporters Homo sapiens R-HSA-5619115	1	1	1	1	0.907429840500707	1	1	1	1	0.372881355932203	1	1	0.68929733368236	0.767379449950217	0.399124302647552	0.0528666940574459	0.161126747723828	1	0.701891551071879	0.927619376267092	0.768830888364416	0.969418739155581	1	0.829131652661065	1	1	1	1	0.742742608488317	0.620555676144997	0.495325542570952	1	0.75800731161674	1	1	0.876018099547511	1	0.282326684335333	1	0.746753246753247	1	0.39923232754025	1	1	1	0.720189800057954	0.282402234636872	1	1	1	0.663742216846535	0.621595289532766	1	1	1	1	1	1	1	1	1	1	1	1	1	0.701583773270353	1	1	1	1	0.313721651166585	1	1	1	1	1	0.445556244871821	0.67785657998424	1	0.714183771440434	0.885711077767911	0.476224475224904	0.615061126941815	0.903934162986752	0.578027202696196	1	0.956064947468959	1	0.0561473590767865	0.727954971857411	1	1	1	1	1	0.76456303626801	0.704432809022589	1	0.967653276955602	0.656150558366107	1	0.186063614635043	0.860687022900763	1
Surfactant metabolism Homo sapiens R-HSA-5683826	1	0.779971160061658	1	0.994006114567689	1	1	1	1	1	1	0.668551647596649	0.915376884422111	1	0.578466015381418	0.948053691275168	0.589759406051133	0.262107238391823	1	0.337291171936841	0.760827515338351	1	0.957953042328042	1	1	0.993067934244405	0.918006644518272	1	1	0.963658450566245	0.447078436275736	0.584515576733656	1	0.798941798941799	0.906086381065457	1	0.163542340012928	1	0.801422859220024	1	0.870834693332542	1	1	1	1	0.969006302339636	0.752324159021407	1	1	0.248171927947209	1	1	1	1	0.204261045077372	0.777168574643259	1	0.399703484062268	1	1	1	0.260328239954726	1	0.139867871852282	1	1	1	1	1	0.824045882602846	1	0.998682835990371	0.721383459504156	1	1	1	1	1	1	1	1	0.340866382799029	0.718688748118058	0.579584938737159	1	0.436151855047455	1	1	1	0.667135448712314	1	1	1	1	1	1	0.183277033677431	0.709706277024005	1	0.327508090614887	0.421414411561155	1	0.575136159128582	0.570079497696086	0.764113364025207
