pathway	pval
L1CAM interactions Homo sapiens R-HSA-373760	0.695045475004439
Interaction between L1 and Ankyrins Homo sapiens R-HSA-445095	0.589351750685229
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein Homo sapiens R-HSA-446193	0.709813643025031
Synthesis of substrates in N-glycan biosythesis Homo sapiens R-HSA-446219	0.213330535157403
Sialic acid metabolism Homo sapiens R-HSA-4085001	0.239752620081078
N-Glycan antennae elongation Homo sapiens R-HSA-975577	0.56720980958178
N-glycan antennae elongation in the medial/trans-Golgi Homo sapiens R-HSA-975576	0.343101366267953
Intra-Golgi traffic Homo sapiens R-HSA-6811438	0.118793034452086
Retrograde transport at the Trans-Golgi-Network Homo sapiens R-HSA-6811440	0.427701522460143
Intra-Golgi and retrograde Golgi-to-ER traffic Homo sapiens R-HSA-6811442	0.464856275818176
Golgi-to-ER retrograde transport Homo sapiens R-HSA-8856688	0.137099800540196
COPI-dependent Golgi-to-ER retrograde traffic Homo sapiens R-HSA-6811434	0.221368651831912
Kinesins Homo sapiens R-HSA-983189	0.126021484790705
Factors involved in megakaryocyte development and platelet production Homo sapiens R-HSA-983231	0.297140373272315
MHC class II antigen presentation Homo sapiens R-HSA-2132295	0.571056378167669
COPI-independent Golgi-to-ER retrograde traffic Homo sapiens R-HSA-6811436	0.19407302638741
Metabolism of proteins Homo sapiens R-HSA-392499	0.565770198707547
Post-translational protein modification Homo sapiens R-HSA-597592	0.443532808749812
Asparagine N-linked glycosylation Homo sapiens R-HSA-446203	0.798380858495997
Transport to the Golgi and subsequent modification Homo sapiens R-HSA-948021	0.911057583695464
ER to Golgi Anterograde Transport Homo sapiens R-HSA-199977	0.622864553236797
COPI-mediated anterograde transport Homo sapiens R-HSA-6807878	0.893245852178583
Membrane Trafficking Homo sapiens R-HSA-199991	0.999365672999879
Vesicle-mediated transport Homo sapiens R-HSA-5653656	0.581338957509827
COPII (Coat Protein 2) Mediated Vesicle Transport Homo sapiens R-HSA-204005	0.716529612192624
Cargo concentration in the ER Homo sapiens R-HSA-5694530	0.904071729046761
Intraflagellar transport Homo sapiens R-HSA-5620924	0.759576109391527
Antigen Presentation: Folding, assembly and peptide loading of class I MHC Homo sapiens R-HSA-983170	0.730298211905016
N-glycan trimming in the ER and Calnexin/Calreticulin cycle Homo sapiens R-HSA-532668	0.156900554990964
Calnexin/calreticulin cycle Homo sapiens R-HSA-901042	0.468509772553424
XBP1(S) activates chaperone genes Homo sapiens R-HSA-381038	0.551451616502164
IRE1alpha activates chaperones Homo sapiens R-HSA-381070	0.609265838630103
Unfolded Protein Response (UPR) Homo sapiens R-HSA-381119	0.452220926138542
PERK regulates gene expression Homo sapiens R-HSA-381042	0.675452062995225
ATF4 activates genes Homo sapiens R-HSA-380994	0.996294234719432
KSRP (KHSRP) binds and destabilizes mRNA Homo sapiens R-HSA-450604	0.198057059394433
Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA Homo sapiens R-HSA-450513	0.0676209796929085
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA Homo sapiens R-HSA-450385	0.172564924799165
mRNA decay by 5' to 3' exoribonuclease Homo sapiens R-HSA-430039	0.178757990283163
Deadenylation-dependent mRNA decay Homo sapiens R-HSA-429914	0.20442731882618
Deadenylation of mRNA Homo sapiens R-HSA-429947	0.473210596757473
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain Homo sapiens R-HSA-6804115	0.803296637906959
TP53 Regulates Transcription of Cell Cycle Genes Homo sapiens R-HSA-6791312	0.798388845958925
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest Homo sapiens R-HSA-6804114	0.373428528988399
TP53 Regulates Transcription of Cell Death Genes Homo sapiens R-HSA-5633008	0.872877061218384
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release Homo sapiens R-HSA-6803204	0.729154619331634
Intrinsic Pathway for Apoptosis Homo sapiens R-HSA-109606	0.748116040165186
Activation of BH3-only proteins Homo sapiens R-HSA-114452	0.843244933475417
Activation of BAD and translocation to mitochondria Homo sapiens R-HSA-111447	0.423052519578103
Translocation of GLUT4 to the plasma membrane Homo sapiens R-HSA-1445148	0.231791461992859
TP53 Regulates Metabolic Genes Homo sapiens R-HSA-5628897	0.276028714547528
PI3K Cascade Homo sapiens R-HSA-109704	0.227471213549937
mTORC1-mediated signalling Homo sapiens R-HSA-166208	0.49281176207917
PKB-mediated events Homo sapiens R-HSA-109703	0.207264601331058
mTOR signalling Homo sapiens R-HSA-165159	0.412512666126747
Energy dependent regulation of mTOR by LKB1-AMPK Homo sapiens R-HSA-380972	0.32642854834098
Macroautophagy Homo sapiens R-HSA-1632852	0.826981097133629
PD-1 signaling Homo sapiens R-HSA-389948	0.0404532879380047
Phosphorylation of CD3 and TCR zeta chains Homo sapiens R-HSA-202427	0.0249810625644691
Translocation of ZAP-70 to Immunological synapse Homo sapiens R-HSA-202430	0.215238154857244
Generation of second messenger molecules Homo sapiens R-HSA-202433	0.0406681972116266
Costimulation by the CD28 family Homo sapiens R-HSA-388841	0.0283207784676195
CD28 co-stimulation Homo sapiens R-HSA-389356	0.0507341382301833
CD28 dependent PI3K/Akt signaling Homo sapiens R-HSA-389357	0.0222403918705696
VEGFR2 mediated vascular permeability Homo sapiens R-HSA-5218920	0.790884049631786
Constitutive Signaling by AKT1 E17K in Cancer Homo sapiens R-HSA-5674400	0.517851304568969
Regulation of TP53 Activity through Acetylation Homo sapiens R-HSA-6804758	0.158834592700878
Regulation of gene expression in beta cells Homo sapiens R-HSA-210745	0.557540951866075
Regulation of beta-cell development Homo sapiens R-HSA-186712	0.640305932146473
HSF1 activation Homo sapiens R-HSA-3371511	0.42912170787678
Attenuation phase Homo sapiens R-HSA-3371568	0.321975900498044
HSF1-dependent transactivation Homo sapiens R-HSA-3371571	0.119266863750486
Cellular response to heat stress Homo sapiens R-HSA-3371556	0.590235403768632
Regulation of HSF1-mediated heat shock response Homo sapiens R-HSA-3371453	0.603326945315222
SUMOylation of DNA damage response and repair proteins Homo sapiens R-HSA-3108214	0.236591876596355
SUMO E3 ligases SUMOylate target proteins Homo sapiens R-HSA-3108232	0.766216520710453
SUMOylation Homo sapiens R-HSA-2990846	0.801087596900107
Gene Silencing by RNA Homo sapiens R-HSA-211000	0.402889166577016
Transcriptional regulation by small RNAs Homo sapiens R-HSA-5578749	0.023227812058353
Mitotic Prophase Homo sapiens R-HSA-68875	0.385420809347472
Nuclear Envelope Breakdown Homo sapiens R-HSA-2980766	0.252633157693376
Metabolism of non-coding RNA Homo sapiens R-HSA-194441	0.0200306739339618
snRNP Assembly Homo sapiens R-HSA-191859	0.0200306739339618
SUMOylation of RNA binding proteins Homo sapiens R-HSA-4570464	0.235663960446648
Hexose transport Homo sapiens R-HSA-189200	0.0316015397060892
Glucose transport Homo sapiens R-HSA-70153	0.58234189053322
SUMOylation of DNA replication proteins Homo sapiens R-HSA-4615885	0.905889822916772
Viral Messenger RNA Synthesis Homo sapiens R-HSA-168325	0.0425753521018266
Transport of Mature mRNA Derived from an Intronless Transcript Homo sapiens R-HSA-159231	0.615381425606322
Transport of Mature mRNAs Derived from Intronless Transcripts Homo sapiens R-HSA-159234	0.619385426565033
Transport of the SLBP Dependant Mature mRNA Homo sapiens R-HSA-159230	0.442095700943018
Transport of the SLBP independent Mature mRNA Homo sapiens R-HSA-159227	0.43426083439841
Nuclear Pore Complex (NPC) Disassembly Homo sapiens R-HSA-3301854	0.441840228438423
Nuclear import of Rev protein Homo sapiens R-HSA-180746	0.472079827420454
Interactions of Rev with host cellular proteins Homo sapiens R-HSA-177243	0.369276005006404
Rev-mediated nuclear export of HIV RNA Homo sapiens R-HSA-165054	0.402389226003635
NEP/NS2 Interacts with the Cellular Export Machinery Homo sapiens R-HSA-168333	0.459722578516907
Export of Viral Ribonucleoproteins from Nucleus Homo sapiens R-HSA-168274	0.528259735302006
Regulation of Glucokinase by Glucokinase Regulatory Protein Homo sapiens R-HSA-170822	0.833877582627258
Transport of Ribonucleoproteins into the Host Nucleus Homo sapiens R-HSA-168271	0.353589788455896
Vpr-mediated nuclear import of PICs Homo sapiens R-HSA-180910	0.244912020595518
Interactions of Vpr with host cellular proteins Homo sapiens R-HSA-176033	0.197188792010878
Host Interactions with Influenza Factors Homo sapiens R-HSA-168253	0.254691810712798
NS1 Mediated Effects on Host Pathways Homo sapiens R-HSA-168276	0.199245260760196
ISG15 antiviral mechanism Homo sapiens R-HSA-1169408	0.143174361588017
Antiviral mechanism by IFN-stimulated genes Homo sapiens R-HSA-1169410	0.143174361588017
tRNA processing in the nucleus Homo sapiens R-HSA-6784531	0.394812881702859
tRNA processing Homo sapiens R-HSA-72306	0.126936004759565
Host Interactions of HIV factors Homo sapiens R-HSA-162909	0.0103173403532392
Infectious disease Homo sapiens R-HSA-5663205	0.0912416337350059
HIV Infection Homo sapiens R-HSA-162906	0.0355178773467066
HIV Life Cycle Homo sapiens R-HSA-162587	0.355844974334678
Late Phase of HIV Life Cycle Homo sapiens R-HSA-162599	0.609997970899318
RNA Polymerase II Transcription Homo sapiens R-HSA-73857	0.355234415660962
Cleavage of Growing Transcript in the Termination Region Homo sapiens R-HSA-109688	0.0888865764624743
RNA Polymerase II Transcription Termination Homo sapiens R-HSA-73856	0.0888865764624743
Post-Elongation Processing of the Transcript Homo sapiens R-HSA-76044	0.0888865764624743
mRNA 3'-end processing Homo sapiens R-HSA-72187	0.245643160478732
Post-Elongation Processing of Intron-Containing pre-mRNA Homo sapiens R-HSA-112296	0.245643160478732
Transport of Mature Transcript to Cytoplasm Homo sapiens R-HSA-72202	0.227381578963086
Transport of Mature mRNA derived from an Intron-Containing Transcript Homo sapiens R-HSA-159236	0.188298722007391
Processing of Capped Intron-Containing Pre-mRNA Homo sapiens R-HSA-72203	0.33663069349865
mRNA Splicing - Major Pathway Homo sapiens R-HSA-72163	0.347881967109069
mRNA Splicing Homo sapiens R-HSA-72172	0.367830090460515
mRNA Splicing - Minor Pathway Homo sapiens R-HSA-72165	0.632887601982004
Post-Elongation Processing of Intronless pre-mRNA Homo sapiens R-HSA-112297	0.0644995691907972
Processing of Capped Intronless Pre-mRNA Homo sapiens R-HSA-75067	0.0644995691907972
Processing of Intronless Pre-mRNAs Homo sapiens R-HSA-77595	0.812477283402249
rRNA modification in the nucleus Homo sapiens R-HSA-6790901	0.0168338914240767
rRNA processing Homo sapiens R-HSA-72312	0.318624849444624
Major pathway of rRNA processing in the nucleolus Homo sapiens R-HSA-6791226	0.365499269657821
Influenza Infection Homo sapiens R-HSA-168254	0.743971867132246
Influenza Life Cycle Homo sapiens R-HSA-168255	0.842943428560225
Influenza Viral RNA Transcription and Replication Homo sapiens R-HSA-168273	0.865405705912233
Selenoamino acid metabolism Homo sapiens R-HSA-2408522	0.725309719635152
Selenocysteine synthesis Homo sapiens R-HSA-2408557	0.747101200419577
Viral mRNA Translation Homo sapiens R-HSA-192823	0.605892873327137
Peptide chain elongation Homo sapiens R-HSA-156902	0.60372141813936
Eukaryotic Translation Elongation Homo sapiens R-HSA-156842	0.641447709671493
Eukaryotic Translation Termination Homo sapiens R-HSA-72764	0.73127891840395
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC) Homo sapiens R-HSA-975956	0.685007209274315
Nonsense-Mediated Decay (NMD) Homo sapiens R-HSA-927802	0.779638203925041
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC) Homo sapiens R-HSA-975957	0.779638203925041
SRP-dependent cotranslational protein targeting to membrane Homo sapiens R-HSA-1799339	0.718433478492401
Translation Homo sapiens R-HSA-72766	0.648567285226796
Cap-dependent Translation Initiation Homo sapiens R-HSA-72737	0.680607144535557
Eukaryotic Translation Initiation Homo sapiens R-HSA-72613	0.680607144535557
GTP hydrolysis and joining of the 60S ribosomal subunit Homo sapiens R-HSA-72706	0.650055634097709
L13a-mediated translational silencing of Ceruloplasmin expression Homo sapiens R-HSA-156827	0.614029888861013
3' -UTR-mediated translational regulation Homo sapiens R-HSA-157279	0.614029888861013
Formation of a pool of free 40S subunits Homo sapiens R-HSA-72689	0.638135019824385
Formation of the ternary complex, and subsequently, the 43S complex Homo sapiens R-HSA-72695	0.791351183356493
Ribosomal scanning and start codon recognition Homo sapiens R-HSA-72702	0.946585434695847
Translation initiation complex formation Homo sapiens R-HSA-72649	0.926503243199446
Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S Homo sapiens R-HSA-72662	0.809854369412829
Metabolism of amino acids and derivatives Homo sapiens R-HSA-71291	0.504746988777816
DNA Damage/Telomere Stress Induced Senescence Homo sapiens R-HSA-2559586	0.73942457906138
Cellular responses to stress Homo sapiens R-HSA-2262752	0.414234101663646
Oxidative Stress Induced Senescence Homo sapiens R-HSA-2559580	0.412499599766314
Cellular Senescence Homo sapiens R-HSA-2559583	0.859518812363209
Senescence-Associated Secretory Phenotype (SASP) Homo sapiens R-HSA-2559582	0.393566140680369
Amyloid fiber formation Homo sapiens R-HSA-977225	0.67299780608231
Deposition of new CENPA-containing nucleosomes at the centromere Homo sapiens R-HSA-606279	0.228327083609407
Nucleosome assembly Homo sapiens R-HSA-774815	0.228327083609407
Chromosome Maintenance Homo sapiens R-HSA-73886	0.262901098302467
Telomere Maintenance Homo sapiens R-HSA-157579	0.260937343968816
Meiotic recombination Homo sapiens R-HSA-912446	0.330876994746331
Meiosis Homo sapiens R-HSA-1500620	0.533068556561751
Meiotic synapsis Homo sapiens R-HSA-1221632	0.689900228125099
ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression Homo sapiens R-HSA-427389	0.68219095001136
RHO GTPases activate PKNs Homo sapiens R-HSA-5625740	0.0886199227180431
Formation of the beta-catenin:TCF transactivating complex Homo sapiens R-HSA-201722	0.927383118973723
Activation of anterior HOX genes in hindbrain development during early embryogenesis Homo sapiens R-HSA-5617472	0.100019431696533
Activation of HOX genes during differentiation Homo sapiens R-HSA-5619507	0.100019431696533
B-WICH complex positively regulates rRNA expression Homo sapiens R-HSA-5250924	0.266709071495883
Positive epigenetic regulation of rRNA expression Homo sapiens R-HSA-5250913	0.888323956985998
Epigenetic regulation of gene expression Homo sapiens R-HSA-212165	0.902499814582699
Negative epigenetic regulation of rRNA expression Homo sapiens R-HSA-5250941	0.807082328135991
NoRC negatively regulates rRNA expression Homo sapiens R-HSA-427413	0.796124723360907
RNA Polymerase I Chain Elongation Homo sapiens R-HSA-73777	0.738567032142814
RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription Homo sapiens R-HSA-504046	0.0330806749102417
RNA Polymerase I Transcription Homo sapiens R-HSA-73864	0.644921234678546
RNA Polymerase I Promoter Clearance Homo sapiens R-HSA-73854	0.541746171722402
RNA Polymerase I Transcription Initiation Homo sapiens R-HSA-73762	0.487004102701577
RNA Polymerase I Promoter Escape Homo sapiens R-HSA-73772	0.581211901876282
RNA Polymerase I Transcription Termination Homo sapiens R-HSA-73863	0.507593442943085
RMTs methylate histone arginines Homo sapiens R-HSA-3214858	0.421902103595443
HDACs deacetylate histones Homo sapiens R-HSA-3214815	0.136050140555185
HATs acetylate histones Homo sapiens R-HSA-3214847	0.723453934307563
Chromatin organization Homo sapiens R-HSA-4839726	0.815210553190137
Chromatin modifying enzymes Homo sapiens R-HSA-3247509	0.815210553190137
PKMTs methylate histone lysines Homo sapiens R-HSA-3214841	0.916515667502836
HDMs demethylate histones Homo sapiens R-HSA-3214842	0.802449816685515
Transcriptional regulation of pluripotent stem cells Homo sapiens R-HSA-452723	0.394832552297125
RNA Polymerase III Transcription Termination Homo sapiens R-HSA-73980	0.0867804092269567
RNA Polymerase III Chain Elongation Homo sapiens R-HSA-73780	0.149342043115273
RNA Polymerase III Transcription Initiation From Type 2 Promoter Homo sapiens R-HSA-76066	0.155520165574502
RNA Polymerase III Transcription Initiation From Type 1 Promoter Homo sapiens R-HSA-76061	0.171542284612225
RNA Polymerase III Abortive And Retractive Initiation Homo sapiens R-HSA-749476	0.0904184010094681
RNA Polymerase III Transcription Homo sapiens R-HSA-74158	0.0904184010094681
RNA Polymerase III Transcription Initiation Homo sapiens R-HSA-76046	0.137605899140541
RNA Polymerase III Transcription Initiation From Type 3 Promoter Homo sapiens R-HSA-76071	0.298489436073563
RNA polymerase II transcribes snRNA genes Homo sapiens R-HSA-6807505	0.211511017794935
PIWI-interacting RNA (piRNA) biogenesis Homo sapiens R-HSA-5601884	0.371825472876331
MicroRNA (miRNA) biogenesis Homo sapiens R-HSA-203927	0.364771232048797
FGFR2 alternative splicing Homo sapiens R-HSA-6803529	0.946416151523205
Signaling by FGFR2 IIIa TM Homo sapiens R-HSA-8851708	0.832241970268669
Abortive elongation of HIV-1 transcript in the absence of Tat Homo sapiens R-HSA-167242	0.319849291823539
Formation of the Early Elongation Complex Homo sapiens R-HSA-113418	0.397003098237161
Formation of the HIV-1 Early Elongation Complex Homo sapiens R-HSA-167158	0.397003098237161
Formation of HIV elongation complex in the absence of HIV Tat Homo sapiens R-HSA-167152	0.681221842656559
RNA Polymerase II Transcription Elongation Homo sapiens R-HSA-75955	0.681221842656559
Formation of RNA Pol II elongation complex Homo sapiens R-HSA-112382	0.681221842656559
HIV Transcription Elongation Homo sapiens R-HSA-167169	0.971984297894473
Tat-mediated elongation of the HIV-1 transcript Homo sapiens R-HSA-167246	0.971984297894473
Formation of HIV-1 elongation complex containing HIV-1 Tat Homo sapiens R-HSA-167200	0.971984297894473
Pausing and recovery of Tat-mediated HIV elongation Homo sapiens R-HSA-167238	0.495731283172527
Tat-mediated HIV elongation arrest and recovery Homo sapiens R-HSA-167243	0.495731283172527
HIV elongation arrest and recovery Homo sapiens R-HSA-167287	0.941450848284548
Pausing and recovery of HIV elongation Homo sapiens R-HSA-167290	0.941450848284548
Elongation arrest and recovery Homo sapiens R-HSA-112387	0.941450848284548
TP53 Regulates Transcription of DNA Repair Genes Homo sapiens R-HSA-6796648	0.206126656696343
Transcription of the HIV genome Homo sapiens R-HSA-167172	0.923411535333175
RNA Polymerase II Pre-transcription Events Homo sapiens R-HSA-674695	0.815633978387653
RNA Polymerase II HIV Promoter Escape Homo sapiens R-HSA-167162	0.82771338898681
RNA Polymerase II Promoter Escape Homo sapiens R-HSA-73776	0.82771338898681
RNA Polymerase II Transcription Initiation And Promoter Clearance Homo sapiens R-HSA-76042	0.82771338898681
RNA Polymerase II Transcription Initiation Homo sapiens R-HSA-75953	0.82771338898681
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening Homo sapiens R-HSA-73779	0.82771338898681
HIV Transcription Initiation Homo sapiens R-HSA-167161	0.82771338898681
RNA Pol II CTD phosphorylation and interaction with CE Homo sapiens R-HSA-167160	0.32664076425224
RNA Pol II CTD phosphorylation and interaction with CE Homo sapiens R-HSA-77075	0.32664076425224
mRNA Capping Homo sapiens R-HSA-72086	0.160052217049793
Formation of TC-NER Pre-Incision Complex Homo sapiens R-HSA-6781823	0.637144943085796
Dual incision in TC-NER Homo sapiens R-HSA-6782135	0.779210067714595
Gap-filling DNA repair synthesis and ligation in TC-NER Homo sapiens R-HSA-6782210	0.726562156527074
Transcription-Coupled Nucleotide Excision Repair (TC-NER) Homo sapiens R-HSA-6781827	0.757424417363069
Nucleotide Excision Repair Homo sapiens R-HSA-5696398	0.680539006278407
Global Genome Nucleotide Excision Repair (GG-NER) Homo sapiens R-HSA-5696399	0.468136751321771
Formation of Incision Complex in GG-NER Homo sapiens R-HSA-5696395	0.512680911624579
