pathway	pval
protein import into mitochondrial matrix (GO:0030150)	0.580734789182229
Golgi to endosome transport (GO:0006895)	0.228647356713055
phospholipid transport (GO:0015914)	0.0852340253547112
peptidyl-lysine modification (GO:0018205)	0.447446110332475
pseudouridine synthesis (GO:0001522)	0.190053408105169
cardiac myofibril assembly (GO:0055003)	0.331072930203067
dendritic spine organization (GO:0097061)	0.124604270249424
regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902235)	0.979366024949591
regulation of cyclin-dependent protein kinase activity (GO:1904029)	0.768124632843791
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	0.765825246344488
positive regulation of macromolecule biosynthetic process (GO:0010557)	0.430643350868408
positive regulation of angiogenesis (GO:0045766)	0.35370978845669
endosomal transport (GO:0016197)	0.905648761173814
regulation of multicellular organism growth (GO:0040014)	0.30509548869382
positive regulation of cyclin-dependent protein kinase activity (GO:1904031)	0.717168359218165
primary alcohol metabolic process (GO:0034308)	0.073876583664266
NAD biosynthesis via nicotinamide riboside salvage pathway (GO:0034356)	0.840945371469116
hydrogen peroxide metabolic process (GO:0042743)	0.818254628063173
heterotypic cell-cell adhesion (GO:0034113)	0.00533024901993963
negative regulation of wound healing (GO:0061045)	0.760665946899605
skeletal system development (GO:0001501)	0.38002523273472
regulation of TORC1 signaling (GO:1903432)	0.931108705147741
cell morphogenesis involved in differentiation (GO:0000904)	0.901967447743112
negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144)	0.771505754772844
B cell activation (GO:0042113)	0.154766492576847
mitochondrial translational elongation (GO:0070125)	0.649089183366342
high-density lipoprotein particle remodeling (GO:0034375)	0.848678385611677
regulation of cellular catabolic process (GO:0031329)	0.215082011919828
regulation of adherens junction organization (GO:1903391)	0.280580952560302
negative regulation of lymphocyte activation (GO:0051250)	0.00209142852838963
long-chain fatty-acyl-CoA biosynthetic process (GO:0035338)	0.680704341085897
regulation of centrosome duplication (GO:0010824)	0.067255216875198
dicarboxylic acid transport (GO:0006835)	0.435961341695008
glycogen metabolic process (GO:0005977)	0.00230206194656902
regulation of signal transduction by p53 class mediator (GO:1901796)	0.520441074270011
regulation of protein oligomerization (GO:0032459)	0.0334612289503156
positive regulation of protein polymerization (GO:0032273)	0.57747595933121
positive regulation of cholesterol transport (GO:0032376)	0.356587120217933
bile acid biosynthetic process (GO:0006699)	0.700422721150209
cellular response to ketone (GO:1901655)	0.252605526222983
regulation of receptor-mediated endocytosis (GO:0048259)	0.97224453981439
regulation of heart rate by cardiac conduction (GO:0086091)	0.0784784326175958
regulation of canonical Wnt signaling pathway (GO:0060828)	0.172242711833613
positive regulation of cellular component movement (GO:0051272)	0.741688282152381
modulation of chemical synaptic transmission (GO:0050804)	0.186164262092922
regulation of Notch signaling pathway (GO:0008593)	0.492406000237109
histone exchange (GO:0043486)	0.39913887256162
protein ADP-ribosylation (GO:0006471)	0.103749166824601
regulation of tissue remodeling (GO:0034103)	0.889717747290771
axonemal dynein complex assembly (GO:0070286)	0.826631089905723
positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900153)	0.306116825714245
regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030947)	0.840100327027664
positive regulation of protein metabolic process (GO:0051247)	0.248884856947963
epoxygenase P450 pathway (GO:0019373)	0.737041914850499
nucleotide-excision repair, preincision complex assembly (GO:0006294)	0.747876076739116
regulation of systemic arterial blood pressure by hormone (GO:0001990)	0.166494127734901
regulation of B cell proliferation (GO:0030888)	0.0031561868820257
glycolipid metabolic process (GO:0006664)	0.7852250958886
cell-matrix adhesion (GO:0007160)	0.599955442454723
cardiac ventricle morphogenesis (GO:0003208)	0.561352494493023
positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261)	0.386418345967461
protein processing (GO:0016485)	0.687652886234591
mRNA transcription (GO:0009299)	0.421360998754246
error-free translesion synthesis (GO:0070987)	0.317869542371771
signal transduction by p53 class mediator (GO:0072331)	0.53756267655614
positive regulation of protein autophosphorylation (GO:0031954)	0.206520336099798
chromosome condensation (GO:0030261)	0.420650264800254
negative regulation of calcium ion transmembrane transporter activity (GO:1901020)	0.615634382800795
regulation of mRNA metabolic process (GO:1903311)	0.747656798218001
positive regulation of secretion (GO:0051047)	0.707328293687729
ubiquinone biosynthetic process (GO:0006744)	0.310967616252643
cellular lipid catabolic process (GO:0044242)	0.503077114578735
regulation of sprouting angiogenesis (GO:1903670)	0.418678592165339
generation of neurons (GO:0048699)	0.868384839387537
negative regulation of phosphate metabolic process (GO:0045936)	0.166697321175146
response to lipid (GO:0033993)	0.0931193597349947
regulation of epidermal cell differentiation (GO:0045604)	0.112335644518261
regulation of phagocytosis (GO:0050764)	0.491434270089552
negative regulation of mitotic cell cycle phase transition (GO:1901991)	0.586707764686071
establishment of melanosome localization (GO:0032401)	0.98918679134618
regulation of dendritic spine development (GO:0060998)	0.0448050848985698
viral gene expression (GO:0019080)	0.958537943931153
negative regulation of cell-cell adhesion (GO:0022408)	0.657426460609222
organophosphate ester transport (GO:0015748)	0.762901603034465
fatty acid beta-oxidation using acyl-CoA oxidase (GO:0033540)	0.0563515735344205
regulation of signal transduction (GO:0009966)	0.721455135374694
apoptotic mitochondrial changes (GO:0008637)	0.922629731595862
regulation of telomerase RNA localization to Cajal body (GO:1904872)	0.938679170306201
catecholamine metabolic process (GO:0006584)	0.817667647331537
DNA-dependent DNA replication (GO:0006261)	0.398975646077264
positive regulation of dendritic spine development (GO:0060999)	0.578122858338829
Notch receptor processing (GO:0007220)	0.768056697745157
negative regulation of protein localization to membrane (GO:1905476)	0.104176801901736
intraciliary transport (GO:0042073)	0.61766131306315
negative regulation of cytoskeleton organization (GO:0051494)	0.497493433572701
phosphatidylcholine metabolic process (GO:0046470)	0.313587831834481
epithelial to mesenchymal transition (GO:0001837)	0.604595904737808
canonical glycolysis (GO:0061621)	0.779754740045101
nervous system development (GO:0007399)	0.641844610330754
mesenchymal cell differentiation (GO:0048762)	0.550999028833716
reverse cholesterol transport (GO:0043691)	0.664419597644724
regulation of regulatory T cell differentiation (GO:0045589)	0.0546622082294363
transcription-coupled nucleotide-excision repair (GO:0006283)	0.788504563520523
positive regulation of ubiquitin-protein transferase activity (GO:0051443)	0.285480014236548
cellular glucuronidation (GO:0052695)	0.435052900741781
negative regulation of cellular protein metabolic process (GO:0032269)	0.543156812168543
dendritic cell differentiation (GO:0097028)	0.100424756575083
epidermis development (GO:0008544)	0.33207142848285
positive regulation of leukocyte migration (GO:0002687)	0.366352968635384
mRNA polyadenylation (GO:0006378)	0.336022692994751
glucose transmembrane transport (GO:1904659)	0.6885541171524
acylglycerol homeostasis (GO:0055090)	0.830230213489497
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	0.944840205370892
nuclear pore organization (GO:0006999)	0.621496028680689
hydrogen ion transmembrane transport (GO:1902600)	0.41660164175912
dendrite morphogenesis (GO:0048813)	0.0896919382352874
negative regulation of actin filament bundle assembly (GO:0032232)	0.917157602973992
negative regulation of cellular process (GO:0048523)	0.849245203701244
transforming growth factor beta receptor signaling pathway (GO:0007179)	0.0273841176893698
protein monoubiquitination (GO:0006513)	0.997487673672373
receptor metabolic process (GO:0043112)	0.3875800115875
positive regulation of cellular protein metabolic process (GO:0032270)	0.148580512029893
collagen fibril organization (GO:0030199)	0.428915464679517
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)	0.538618158721589
cellular response to dsRNA (GO:0071359)	0.961013742555614
negative regulation of immune effector process (GO:0002698)	0.152986736276045
inorganic anion transmembrane transport (GO:0098661)	0.428711342409404
regulation of autophagy (GO:0010506)	0.700022313046144
regulation of chromosome organization (GO:0033044)	0.738898694992122
GTP metabolic process (GO:0046039)	0.522149991469059
cellular response to alcohol (GO:0097306)	0.727039969721097
positive regulation of cell-cell adhesion (GO:0022409)	0.345012073736026
establishment of protein localization to vacuole (GO:0072666)	0.555001810637542
negative regulation of DNA binding (GO:0043392)	0.279265541414749
nucleotide-excision repair, DNA gap filling (GO:0006297)	0.430155785884347
regulation of acute inflammatory response (GO:0002673)	0.539431851035655
regulation of cholesterol metabolic process (GO:0090181)	0.57629465626751
chemical synaptic transmission (GO:0007268)	0.677146681020886
regulation of membrane depolarization (GO:0003254)	0.489377711973574
positive regulation of synapse assembly (GO:0051965)	0.210192193229574
positive regulation of cell cycle G1/S phase transition (GO:1902808)	0.812136814956588
nuclear-transcribed mRNA catabolic process, exonucleolytic (GO:0000291)	0.257401298563504
muscle cell differentiation (GO:0042692)	0.806323582674269
negative regulation of cell-substrate adhesion (GO:0010812)	0.606227463107364
DNA metabolic process (GO:0006259)	0.38803734213005
sialylation (GO:0097503)	0.00535151003308739
organelle fusion (GO:0048284)	0.735162557868392
positive regulation of peptide secretion (GO:0002793)	0.988104119217782
negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)	0.433890068692745
regulation of epithelial to mesenchymal transition (GO:0010717)	0.969716353474765
regulation of endothelial cell migration (GO:0010594)	0.585678380444094
positive regulation of neurogenesis (GO:0050769)	0.153866729092289
T cell activation (GO:0042110)	0.0238354260682628
cell morphogenesis involved in neuron differentiation (GO:0048667)	0.221228700270091
protein localization to cilium (GO:0061512)	0.547814989854297
carbohydrate biosynthetic process (GO:0016051)	0.983516296288496
viral budding via host ESCRT complex (GO:0039702)	0.894341599590849
regulation of insulin secretion (GO:0050796)	0.450792468960441
negative regulation of signaling (GO:0023057)	0.58815012157288
positive regulation of dendrite morphogenesis (GO:0050775)	0.286457887611479
maintenance of protein location in nucleus (GO:0051457)	0.0838605975688875
regulation of hematopoietic stem cell differentiation (GO:1902036)	0.622001317640696
response to cytokine (GO:0034097)	0.090653650146706
negative regulation of antigen receptor-mediated signaling pathway (GO:0050858)	0.00142802895793496
synaptic vesicle endocytosis (GO:0048488)	0.460372836138578
positive regulation of epithelial cell migration (GO:0010634)	0.853225771936414
negative regulation of protein kinase B signaling (GO:0051898)	0.599545889944168
protein acetylation (GO:0006473)	0.736323003578375
negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154)	0.801574967249775
regulation of microtubule polymerization (GO:0031113)	0.568482801638475
protein O-linked glycosylation (GO:0006493)	0.935782535878972
homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156)	0.442611424498917
regulation of spindle assembly (GO:0090169)	0.895784593223399
negative regulation of homeostatic process (GO:0032845)	0.167486653316223
regulation of smoothened signaling pathway (GO:0008589)	0.303633488032038
regulation of toll-like receptor 4 signaling pathway (GO:0034143)	0.53757742141758
regulation of telomere maintenance (GO:0032204)	0.965420316142024
cellular response to type I interferon (GO:0071357)	0.291396611006578
negative regulation of NF-kappaB transcription factor activity (GO:0032088)	0.0183924101039739
positive regulation of neuron projection development (GO:0010976)	0.969415768506524
phosphatidylinositol phosphorylation (GO:0046854)	0.49251310727054
phosphate-containing compound metabolic process (GO:0006796)	0.214366868068223
regulation of calcium-mediated signaling (GO:0050848)	0.318309183201895
spliceosomal snRNP assembly (GO:0000387)	0.142381757381658
chemical synaptic transmission, postsynaptic (GO:0099565)	0.600947825894829
organonitrogen compound biosynthetic process (GO:1901566)	0.392685755466282
lipid biosynthetic process (GO:0008610)	0.942814100912211
cellular response to amino acid stimulus (GO:0071230)	0.446765947138318
negative regulation of protein catabolic process (GO:0042177)	0.0644055535941758
cilium organization (GO:0044782)	0.457906996209893
sodium-independent organic anion transport (GO:0043252)	0.537294618013134
regulation of viral process (GO:0050792)	0.482906640723721
regulation of small GTPase mediated signal transduction (GO:0051056)	0.43265306519932
smoothened signaling pathway (GO:0007224)	0.629033448456905
NAD biosynthetic process (GO:0009435)	0.405496959657703
glutathione derivative biosynthetic process (GO:1901687)	0.234339525443841
intracellular steroid hormone receptor signaling pathway (GO:0030518)	0.344048595891789
homologous chromosome segregation (GO:0045143)	0.483766375879041
histone H4-K8 acetylation (GO:0043982)	0.527323231921018
cation transport (GO:0006812)	0.804569956757737
phosphatidylethanolamine biosynthetic process (GO:0006646)	0.584668759177144
stimulatory C-type lectin receptor signaling pathway (GO:0002223)	0.0962547605690627
keratan sulfate biosynthetic process (GO:0018146)	0.806858493156791
mitotic recombination (GO:0006312)	0.688564977199617
cellular response to nerve growth factor stimulus (GO:1990090)	0.534365341729673
regulation of amyloid-beta formation (GO:1902003)	0.615798570428433
embryonic digit morphogenesis (GO:0042733)	0.737834968762869
G2/M transition of mitotic cell cycle (GO:0000086)	0.696479906684132
macroautophagy (GO:0016236)	0.814342306082719
mitotic sister chromatid segregation (GO:0000070)	0.899702403008848
negative regulation of neuron projection development (GO:0010977)	0.40204039742965
negative regulation of TOR signaling (GO:0032007)	0.249599312628378
renal system development (GO:0072001)	0.461534115602366
platelet degranulation (GO:0002576)	0.793445457391278
protein localization to centrosome (GO:0071539)	0.924828696831986
epithelial cilium movement (GO:0003351)	0.876831746564103
complement activation, classical pathway (GO:0006958)	0.699126131784459
negative regulation of cation channel activity (GO:2001258)	0.961738742644383
positive regulation of ERBB signaling pathway (GO:1901186)	0.928148212197656
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	0.228564411294494
negative regulation of phosphatase activity (GO:0010923)	0.537136097799899
anatomical structure homeostasis (GO:0060249)	0.701536884669914
regulation of glutamate receptor signaling pathway (GO:1900449)	0.173400112060859
positive regulation of lipid kinase activity (GO:0090218)	0.795075751601197
glucose 6-phosphate metabolic process (GO:0051156)	0.0611552497702237
transmembrane transport (GO:0055085)	0.195886825580533
regulation of catecholamine secretion (GO:0050433)	0.261688644077722
granulocyte chemotaxis (GO:0071621)	0.255002382361229
acute inflammatory response (GO:0002526)	0.335931214570388
IRE1-mediated unfolded protein response (GO:0036498)	0.246445441078517
autonomic nervous system development (GO:0048483)	0.524493168241508
nucleotide-excision repair, DNA incision (GO:0033683)	0.220787876126852
cellular amino acid biosynthetic process (GO:0008652)	0.511607230185981
negative regulation of neurogenesis (GO:0050768)	0.853679556208128
regulation of T cell differentiation (GO:0045580)	0.125278317232011
chordate embryonic development (GO:0043009)	0.533667977834756
peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine (GO:0018231)	0.134506418754195
negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556)	0.00140256726498719
calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339)	0.400297654889676
skeletal muscle tissue development (GO:0007519)	0.383497396598728
regulation of cellular localization (GO:0060341)	0.0687550066326314
negative regulation of ion transport (GO:0043271)	0.952660339240317
positive regulation of regulated secretory pathway (GO:1903307)	0.582542561125339
peptidyl-L-cysteine S-palmitoylation (GO:0018230)	0.134506418754195
regulation of organelle organization (GO:0033043)	0.425418204129818
cytoplasmic microtubule organization (GO:0031122)	0.637439036602989
oligosaccharide biosynthetic process (GO:0009312)	0.72814600548491
response to growth factor (GO:0070848)	0.991301198744344
RNA modification (GO:0009451)	0.114340780415125
cellular polysaccharide catabolic process (GO:0044247)	0.0578953489994926
regulation of defense response to virus by host (GO:0050691)	0.0562069105954494
detection of chemical stimulus involved in sensory perception of taste (GO:0050912)	0.493076691048293
negative regulation of response to wounding (GO:1903035)	0.737787649484833
endocardial cushion morphogenesis (GO:0003203)	0.723063142553088
negative regulation of synaptic transmission (GO:0050805)	0.551086219778816
endoplasmic reticulum mannose trimming (GO:1904380)	0.880099476698636
response to interferon-alpha (GO:0035455)	0.0135623880408604
intracellular transport of virus (GO:0075733)	0.230619069856032
lymphocyte chemotaxis (GO:0048247)	0.364405618328161
beta-catenin-TCF complex assembly (GO:1904837)	0.930649190322424
COPII vesicle coating (GO:0048208)	0.412636424943218
Golgi organization (GO:0007030)	0.787991386358598
lymphocyte proliferation (GO:0046651)	0.748181027010004
protein targeting to lysosome (GO:0006622)	0.0893554761657463
synaptic transmission, cholinergic (GO:0007271)	0.0684390822599545
RNA processing (GO:0006396)	0.0538587369589481
cellular response to glucagon stimulus (GO:0071377)	0.222203032980808
entry into host cell (GO:0030260)	0.181809692215018
membrane depolarization (GO:0051899)	0.0955044085499165
positive regulation of protein targeting to membrane (GO:0090314)	0.206225489078118
regulation of RIG-I signaling pathway (GO:0039535)	0.00971771792844082
glycolytic process (GO:0006096)	0.464423519360092
lymphocyte differentiation (GO:0030098)	0.102815255045441
positive regulation of mesonephros development (GO:0061213)	0.928728083404129
regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281)	0.256539042334251
regulation of spindle organization (GO:0090224)	0.258024472147156
oligosaccharide metabolic process (GO:0009311)	0.588472401258953
positive regulation of purine nucleotide biosynthetic process (GO:1900373)	0.171227355703185
long-chain fatty acid metabolic process (GO:0001676)	0.764619482387295
cell chemotaxis (GO:0060326)	0.336300293380744
negative regulation of platelet-derived growth factor receptor signaling pathway (GO:0010642)	0.938876870205889
cellular response to acid chemical (GO:0071229)	0.87976014368983
eye development (GO:0001654)	0.926937641461304
establishment of protein localization to membrane (GO:0090150)	0.979930387282388
activation of protein kinase activity (GO:0032147)	0.665485503807145
mitotic sister chromatid cohesion (GO:0007064)	0.533700486483536
negative regulation of response to DNA damage stimulus (GO:2001021)	0.179946885371145
positive regulation of cell cycle (GO:0045787)	0.129541136893644
connective tissue development (GO:0061448)	0.885859618553519
regulation of ubiquitin-protein transferase activity (GO:0051438)	0.153001180845739
chemokine-mediated signaling pathway (GO:0070098)	0.25598677270329
positive regulation of epidermal cell differentiation (GO:0045606)	0.955764580778023
monocarboxylic acid transport (GO:0015718)	0.99757672739364
protein import into nucleus, translocation (GO:0000060)	0.427048002654473
negative regulation of nucleic acid-templated transcription (GO:1903507)	0.787233852590781
response to interferon-gamma (GO:0034341)	0.0947441101244018
nuclear envelope reassembly (GO:0031468)	0.518088021677877
regulation of innate immune response (GO:0045088)	0.0501270699790092
myeloid leukocyte differentiation (GO:0002573)	0.060290579129098
pyrimidine nucleoside biosynthetic process (GO:0046134)	0.80807408613145
regulation of mRNA processing (GO:0050684)	0.424451970187171
cortical actin cytoskeleton organization (GO:0030866)	0.106653187750223
natural killer cell activation (GO:0030101)	0.168073807628193
cellular response to lipid (GO:0071396)	0.0520859013870457
regulation of telomere capping (GO:1904353)	0.288707954847223
central nervous system neuron differentiation (GO:0021953)	0.675388091572815
cellular response to metal ion (GO:0071248)	0.81844895485172
potassium ion transport (GO:0006813)	0.0274690945741688
acetylcholine receptor signaling pathway (GO:0095500)	0.022262659009072
negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)	0.370631280606891
positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091)	0.19905806354499
alpha-amino acid metabolic process (GO:1901605)	0.482312101243514
vesicle organization (GO:0016050)	0.0917261950308651
negative regulation of mitochondrion organization (GO:0010823)	0.456189598341511
anion transmembrane transport (GO:0098656)	0.951977969136731
glial cell differentiation (GO:0010001)	0.101749979268889
response to progesterone (GO:0032570)	0.101134559775916
regulation of cell migration (GO:0030334)	0.495063237878229
cognition (GO:0050890)	0.171041931023335
posttranscriptional gene silencing by RNA (GO:0035194)	0.26115328894994
receptor clustering (GO:0043113)	0.379164219580861
recombinational repair (GO:0000725)	0.23874408249131
sensory organ development (GO:0007423)	0.738541152168436
cellular response to hexose stimulus (GO:0071331)	0.613198759078169
neural tube closure (GO:0001843)	0.5537230798657
ubiquitin-dependent ERAD pathway (GO:0030433)	0.622152265340081
regulation of cell cycle phase transition (GO:1901987)	0.968278966294552
negative regulation of protein phosphorylation (GO:0001933)	0.538074077685563
peptidyl-glutamic acid modification (GO:0018200)	0.691852960215426
negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124)	0.225154134189603
energy reserve metabolic process (GO:0006112)	0.146890370982693
cellular response to gamma radiation (GO:0071480)	0.547953849712674
response to gamma radiation (GO:0010332)	0.500992139954446
regulation of alternative mRNA splicing, via spliceosome (GO:0000381)	0.484938046934382
amide biosynthetic process (GO:0043604)	0.392691830448256
positive regulation of supramolecular fiber organization (GO:1902905)	0.0144940304243539
peptide cross-linking (GO:0018149)	0.365328486508912
respiratory chain complex IV assembly (GO:0008535)	0.0504190985780641
calcium ion homeostasis (GO:0055074)	0.201745398295966
regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882)	0.483494090069541
sterol transport (GO:0015918)	0.963099333030559
substrate-dependent cell migration (GO:0006929)	0.214044214731277
lamellipodium organization (GO:0097581)	0.557743870720965
regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	0.523951708793688
phosphatidylethanolamine metabolic process (GO:0046337)	0.160343502471387
activation of GTPase activity (GO:0090630)	0.862790972963991
histone lysine demethylation (GO:0070076)	0.207496010940371
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	0.16936442738952
endoderm formation (GO:0001706)	0.815705045818953
regulation of keratinocyte proliferation (GO:0010837)	0.553545290059287
regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)	0.990826366392736
negative regulation of protein complex assembly (GO:0031333)	0.221422973776178
superoxide metabolic process (GO:0006801)	0.509943660495696
negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051)	0.0956086902894881
negative regulation of cytokine production (GO:0001818)	0.0169253555179568
maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)	0.00636498528009039
organelle transport along microtubule (GO:0072384)	0.405754684551389
vesicle transport along microtubule (GO:0047496)	0.391321849990328
ureteric bud development (GO:0001657)	0.524176540568074
positive regulation of ossification (GO:0045778)	0.844297267121265
regulation of transcription regulatory region DNA binding (GO:2000677)	0.418621528350701
positive regulation of JAK-STAT cascade (GO:0046427)	0.0690331142475949
nucleotide-excision repair, DNA incision, 3'-to lesion (GO:0006295)	0.231502289909301
tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431)	0.324686722137332
negative regulation of small GTPase mediated signal transduction (GO:0051058)	0.111386916900021
regulation of DNA repair (GO:0006282)	0.7331265734007
calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules (GO:0016338)	0.977184437154327
sodium ion transmembrane transport (GO:0035725)	0.163967761823149
mesoderm development (GO:0007498)	0.463546198333027
positive regulation of interferon-beta production (GO:0032728)	0.145914643920122
positive regulation of CREB transcription factor activity (GO:0032793)	0.656200737516146
modification-dependent protein catabolic process (GO:0019941)	0.680534004151829
negative regulation of gene expression, epigenetic (GO:0045814)	0.492137171470439
receptor-mediated endocytosis (GO:0006898)	0.547912220480433
positive regulation of blood vessel endothelial cell migration (GO:0043536)	0.957402696794079
negative regulation of signal transduction (GO:0009968)	0.720739568353088
cellular modified amino acid biosynthetic process (GO:0042398)	0.668385988415171
regulation of cell-substrate adhesion (GO:0010810)	0.638611551028301
regulation of DNA-templated transcription, elongation (GO:0032784)	0.795591555787952
sulfur compound transport (GO:0072348)	0.43001665285308
regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000058)	0.320219047042917
regulation of double-strand break repair via homologous recombination (GO:0010569)	0.756642980904978
regulation of lipid catabolic process (GO:0050994)	0.298984093538305
positive regulation of fatty acid metabolic process (GO:0045923)	0.731232265384517
cellular amino acid catabolic process (GO:0009063)	0.761022812721682
positive regulation of protein localization to cell periphery (GO:1904377)	0.119625438929678
L-alpha-amino acid transmembrane transport (GO:1902475)	0.679898297646846
early endosome to late endosome transport (GO:0045022)	0.265951250218746
mitotic cytokinesis (GO:0000281)	0.507514744965705
endothelial cell development (GO:0001885)	0.691293656975842
purine nucleotide metabolic process (GO:0006163)	0.349092091625001
negative regulation of epithelial cell migration (GO:0010633)	0.208090153975747
cytoplasmic sequestering of transcription factor (GO:0042994)	0.859428842874569
positive regulation of translation (GO:0045727)	0.013789096573835
regulation of vasoconstriction (GO:0019229)	0.22628892043421
regulation of exosomal secretion (GO:1903541)	0.900377783794168
positive regulation of cell motility (GO:2000147)	0.947732217412562
regulation of water loss via skin (GO:0033561)	0.226491003096552
RNA stabilization (GO:0043489)	0.0792807811703608
divalent metal ion transport (GO:0070838)	0.015925600466281
positive regulation of protein kinase B signaling (GO:0051897)	0.295249317640209
lamellipodium assembly (GO:0030032)	0.627885286420221
cardiac ventricle development (GO:0003231)	0.563831357399431
vacuolar transport (GO:0007034)	0.0521157721627454
negative regulation of telomere maintenance (GO:0032205)	0.714947628503262
negative regulation of sequestering of calcium ion (GO:0051283)	0.636283043452962
G-protein coupled glutamate receptor signaling pathway (GO:0007216)	0.177382801394345
stabilization of membrane potential (GO:0030322)	0.465848800221775
sympathetic nervous system development (GO:0048485)	0.981139350511625
response to exogenous dsRNA (GO:0043330)	0.708427560188115
regulation of proteasomal protein catabolic process (GO:0061136)	0.8806966345755
positive regulation of protein modification by small protein conjugation or removal (GO:1903322)	0.808195993434605
ventricular cardiac muscle tissue development (GO:0003229)	0.470594499866235
regulation of mitotic metaphase/anaphase transition (GO:0030071)	0.426519555891437
proteasomal ubiquitin-independent protein catabolic process (GO:0010499)	0.965691923338644
zinc II ion transmembrane transport (GO:0071577)	0.756775685067921
histone modification (GO:0016570)	0.585969743417817
muscle tissue morphogenesis (GO:0060415)	0.310378728615416
negative regulation of cell communication (GO:0010648)	0.692390993159197
polyol metabolic process (GO:0019751)	0.0310215342022149
modulation by host of viral transcription (GO:0043921)	0.077983804956803
positive regulation of muscle cell differentiation (GO:0051149)	0.261771318497266
protein deacylation (GO:0035601)	0.684636530317048
RNA methylation (GO:0001510)	0.4108564248994
