	X0100.015.007	X0285.015.009	X1000.015.002	X1005.015.008	X1009.015.013	X1011.015.015	X1013.015.017	X1015.015.019	X1016.015.020	X1017.015.021	X1018.015.022	X1019.015.023	X1051.016.036	X1058.016.043	X1084.016.071	X1089.016.076	X1092.016.079	X1106.016.093	X1150.016.137	X1155.016.142	X1158.016.145	X1161.016.148	X1163.016.150	X1184.016.171	X1190.016.177	X1195.016.182	X1204.016.191	X1435.019.073	X1480.019.118	X1484.019.122	X1486.019.124	X1500.019.138	X1503.019.141	X1504.019.142	X1526.019.164	X1535.019.173	X1537.019.175	X1541.019.179	X1542.019.180	X1543.019.181	X1544.019.182	X1545.019.183	X1547.019.185	X1551.019.189	X1553.019.191	X1554.019.192	X1555.019.193	X1556.019.194	X1557.019.195	X1558.019.196	X1559.019.197	X1563.019.201	X1564.019.202	X1565.019.203	X1566.019.204	X1567.019.205	X1568.019.206	X1569.019.207	X1571.019.209	X1573.019.211	X1575.019.213	X1576.019.214	X1581.019.219
disordered domain specific binding (GO:0097718)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.835428674656626	1	1	1	0.632062983348429	1	1	1	0.199507389162562	0.935995829592516	0.985797144556811	1	0.826882742347775	1	1	1	1	0.823393242271747	1	1	1	1	1	1	1	1	1	1	0.735988132214547	1	1	1	0.83359494603027	0.788771132444142	1	1	0.352173913043478	0.991058071535428	1	1	1	1	1
ligand-gated cation channel activity (GO:0099094)	0.610530849574674	1	1	1	1	1	1	0.6048	1	1	1	1	0.795736961451247	0.984457367584303	1	0.043964848798139	1	1	0.112678855325914	1	0.762134713994126	0.650821294280625	1	0.5429143454039	0.54395354708407	1	1	1	0.78131298589116	1	0.634009682859163	1	1	1	1	0.359062763861525	1	0.722503684598379	1	1	1	1	1	0.581275720164609	0.760681114551084	0.964681374869804	1	1	0.873788690087502	1	1	0.880711058114723	1	0.677303754266212	1	0.19859649122807	0.416793893129771	0.862671708597006	1	1	1	1	1
ATPase regulator activity (GO:0060590)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.998914392059553	1	0.973017379874398	0.978466122474317	0.477398305530706	0.85611965723725	1	1	1	1	1	1	0.674828723674194	0.963057324840764	1	1	0.643503620273532	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.332442996742671	1	1	1	1	1	1	1	1	1	1	1	1
ubiquitin binding (GO:0043130)	1	1	1	1	1	1	1	1	1	1	1	1	1	0.918292979188598	0.594204927211646	1	0.620879120879121	1	1	0.961873981641041	1	0.779574327668701	1	1	1	1	1	1	0.60042862545699	1	0.6072886020689	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.946651493206428	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP-dependent DNA helicase activity (GO:0004003)	1	1	1	1	1	1	1	1	1	1	1	1	1	0.81681767325538	0.956748612795355	0.254433713784021	0.854312014218638	1	0.991245202616879	0.978466122474317	0.980246913580247	1	1	0.847423802612482	1	1	1	1	0.60042862545699	1	0.207554734346674	1	1	1	1	1	1	1	1	1	1	0.996290511518938	0.950208550573514	1	1	1	1	1	0.873788690087502	1	1	1	0.886745001030715	1	1	1	1	1	1	0.946036937283571	1	1	0.936774661508704
Rab guanyl-nucleotide exchange factor activity (GO:0017112)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.997301757786917	1	1	0.613674865102271	0.782244120940649	0.879028469416518	1	1	1	1	1	1	1	0.823941615267866	1	0.988252247306663	1	0.890480769230769	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
solute:sodium symporter activity (GO:0015370)	1	1	1	0.713942307692308	1	1	1	1	1	1	1	1	0.993000142490738	0.81681767325538	0.689770736537436	0.969941348973607	0.953906760583836	1	0.973737235750145	0.961873981641041	0.905553539019964	0.777355269284495	1	1	0.581293867143345	0.62496555524938	1	0.897410071942446	0.351592798511777	1	0.926556285265008	1	0.720247933884298	1	1	1	1	0.483559177485075	1	1	1	0.89548702965215	1	1	0.70875	0.718784923295743	1	1	1	1	1	1	0.821223920070526	0.801419791319262	1	0.57905505952381	0.27	1	1	0.692516224431118	1	1	1
phosphoric diester hydrolase activity (GO:0008081)	0.880022962112514	1	1	1	1	1	1	1	1	1	1	1	1	0.968932874354561	1	0.869065319077848	1	1	1	1	1	1	1	1	1	1	1	1	1	0.963057324840764	0.980845260351221	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.823808794239314	1	1	1	1	1
Rab GTPase binding (GO:0017137)	1	1	1	1	1	1	1	1	1	1	1	1	1	0.632684114424833	1	1	1	1	0.31690731252911	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.832477976773101	1	1	1	1	0.887891086893995	1	1	1	1	0.210233592880979	1	1	1	1	1	1	1	1
serine-type endopeptidase inhibitor activity (GO:0004867)	0.588280404186214	1	0.889910313901345	0.724508050089445	1	1	1	1	1	1	1	1	0.257741347905282	0.0762506724045186	0.178830963665087	0.0917297612114153	0.79242636746143	1	0.505692000908701	0.971596998928189	0.156019261637239	0.142785192646688	0.944055944055944	0.0558951104100946	0.125110326566637	0.565452445937434	1	1	0.19182253153545	0.963057324840764	0.03369384359401	1	0.232933926737419	1	1	0.814655172413793	1	0.101612903225806	1	1	1	0.71505376344086	1	1	0.398174157303371	0.197902097902098	1	1	1	0.271226979191581	0.243870967741935	0.0541082164328657	0.672040994875641	0.338924050632911	0.633679428942245	0.593473479617411	0.114777327935223	0.578034488531726	0.531197301854975	0.861031002162941	1	1	0.753864966372609
flavin adenine dinucleotide binding (GO:0050660)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.850612813370474	1	1	1	0.971596998928189	0.980246913580247	1	1	0.991922234392114	1	1	1	1	1	1	0.644465320019099	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.563464410154306	1	0.924830817282665	1	1	1	1	1	1	0.436024844720497	1
transcriptional repressor activity, RNA polymerase II transcription factor binding (GO:0001191)	0.737584962112589	1	1	1	1	1	1	1	1	1	1	1	1	1	0.318693693693694	0.14518156424581	1	1	0.143091482649842	1	1	0.269084745762712	0.944055944055944	1	0.550729866237442	1	1	0.717267552182163	0.117443987986329	1	0.239847715736041	1	0.672554347826087	1	1	0.583386683738796	1	0.255339680905816	1	1	1	1	1	0.910018254053474	0.557275541795666	0.718784923295743	1	1	1	0.884606025907107	1	1	1	1	0.697031163562604	1	0.3375	1	1	0.868977864583333	1	1	1
S-adenosylmethionine-dependent methyltransferase activity (GO:0008757)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.409451977854449	0.130195177956372	1	1	0.901594657216846	1	1	1	1	0.718330209718456	1	1	1	0.756010338602921	1	1	1	1	0.692965779467681	1	1	1	1	1	1	1	1	1	1	0.873788690087502	1	1	1	0.314130314130314	0.788771132444142	1	1	1	1	1	0.922824302134647	1	0.885685884691849	1
Rho guanyl-nucleotide exchange factor activity (GO:0005089)	1	1	1	1	1	1	1	1	1	1	1	1	1	0.777253873152054	1	0.436536773147836	1	1	1	1	1	1	1	1	1	1	1	1	0.764710610932476	1	0.573548668703623	1	1	1	1	1	1	0.259979501564354	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.873134328358209	1	1	1	1	1	1
UDP-galactosyltransferase activity (GO:0035250)	1	1	1	1	1	1	1	1	1	1	1	1	1	0.898504077866832	1	0.620278673422386	1	1	0.471821563764522	1	1	1	1	1	1	1	1	1	1	1	0.967097084504958	1	1	1	1	1	1	1	1	1	1	1	1	1	0.794832300716486	1	1	0.779253926701571	0.873788690087502	1	1	1	0.750897455907601	1	1	0.84132292827945	1	1	1	0.971600621600622	1	1	1
olfactory receptor activity (GO:0004984)	0.990683940670207	0.816120906801008	0.935177016608492	1	1	1	0.958478605388273	0.212121212121212	1	0.600173210161663	0.603191489361702	0.9072	0.273694390715667	0.0762506724045186	0.568463341144962	0.0240091463414634	0.291989664082687	1	0.112678855325914	0.383367139959432	0.39375	0.471316736463309	1	0.495629370629371	0.286846543001686	0.419378698224852	0.368181818181818	1	0.523748962488956	0.935995829592516	0.432137562381241	1	0.0668316831683168	0.865074626865672	1	0.894738203642384	0.329363926808016	0.101612903225806	1	0.618320610687023	0.916791044776119	0.13125	0.237040133779264	0.241762943945229	0.208353748162665	0.999009858366697	0.348137535816619	0.268085106382979	0.822533849129594	0.316270488286278	0.28263036809816	0.2537841796875	0.0841010401188707	0.148235294117647	0.167256637168142	0.911433172302737	0.629679144385027	0.19901547116737	1	0.353459119496855	0.2953125	0.709394904458599	0.155769230769231
taste receptor activity (GO:0008527)	1	1	1	1	1	1	1	1	1	0.355263157894737	1	1	1	0.700516319380417	1	0.0743972445464983	0.854312014218638	1	0.821975806451613	0.675569940895018	0.0350259451445515	0.323307198859587	0.162	1	1	0.366279069767442	1	1	0.140386247877759	1	0.879109014972867	1	1	1	1	0.804566563467492	1	1	1	1	1	0.13125	0.841870824053452	0.827578991420799	1	0.837136578769439	1	0.385190217391304	1	0.664556962025316	0.940112905135999	1	0.980678038837035	1	1	0.87878947368421	0.456801263252876	1	1	0.986194211294108	1	1	0.936774661508704
protein-cysteine S-palmitoyltransferase activity (GO:0019706)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.66283185840708	1	1	1	1	0.729215889384187	1	0.969511019726274	1	1	1	1	1	1	1	1	1	1	1	1	0.918343653250774	1	1	1	1	1	1	0.980532205002788	1	1	1	1	1	0.917784317847383	1	1	1	1	1	1
potassium ion leak channel activity (GO:0022841)	1	1	1	1	1	1	1	1	1	1	1	1	1	0.98485031385804	1	0.204226918798665	0.88106167231783	1	0.274354838709677	0.908881646420676	0.663264486056417	0.413989485981308	1	1	1	1	1	1	0.328799125190536	0.963057324840764	0.573548668703623	1	0.984665976943541	1	1	1	1	0.499855263157895	1	1	1	0.996290511518938	1	0.748746418338109	0.826771653543307	1	1	0.779253926701571	0.964285714285714	1	0.765067466266867	0.924304872047244	0.56385734210002	0.891594827586207	1	1	0.69	1	1	1	1	0.880342105263158	1
phosphatidylinositol binding (GO:0035091)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.903752958413164	0.813026989619377	1	1	1	0.555502392344498	1	1	1	1	1	0.635369622058474	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.490749756572541	1	0.914389799635701	1	1	1	1	1	1	1	1	1	1
NF-kappaB binding (GO:0051059)	1	1	1	1	1	1	1	1	1	1	1	1	0.934754083525632	0.48951048951049	0.231209150326797	1	0.975820379965458	1	1	1	0.526627218934911	0.356334841628959	1	0.774699109887681	1	1	1	1	0.825029194239004	1	0.470298229263746	1	0.793677204658902	1	1	1	1	0.822628098839325	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.860990559706501	0.788786501939963	1	1	1	1	1	1
protein tyrosine phosphatase activity (GO:0004725)	1	1	1	1	1	1	1	1	1	1	1	1	1	0.929889298892989	1	0.997301757786917	1	1	0.399508914273513	0.610759943181818	0.716421019015419	1	1	0.889906797942364	1	1	1	1	0.4721608040201	1	0.472906403940887	1	1	1	1	1	1	1	1	1	1	1	1	1	0.776984246061515	1	1	1	1	1	0.765067466266867	1	1	1	1	1	0.679052759325498	1	1	1	1	1	0.635965799393215
anion:anion antiporter activity (GO:0015301)	1	1	1	1	1	1	1	1	0.805397727272727	1	1	1	1	1	0.594204927211646	0.359624086320919	1	1	0.530898876404494	1	0.879028469416518	1	1	1	0.824650941400465	1	0.422818791946309	1	0.588998024430285	0.963057324840764	0.681887536158174	1	1	1	1	1	1	0.511764705882353	1	1	1	0.996290511518938	1	1	1	1	1	1	1	1	0.324	1	0.56385734210002	1	1	1	0.951970420117339	1	1	1	1	1	1
intramolecular oxidoreductase activity, transposing S-S bonds (GO:0016864)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.547398475853994	1	1	1	1	1	1	1	0.841582658847477	1	0.749633395248802	1	0.405438786565547	1	1	0.686008116351171	1	0.814915362503992	1	1	1	1	1	1	0.70875	1	1	1	1	0.925027808676307	1	1	1	1	1	1	0.69	1	1	1	1	1	1
syntaxin binding (GO:0019905)	1	1	1	1	1	1	1	1	1	1	1	1	1	0.414070107108082	1	0.293148406240165	1	1	1	1	0.859941989317047	0.883314182171742	1	1	1	0.962274567537725	1	1	1	1	0.93722536310249	1	0.213478915662651	1	1	1	1	1	1	1	1	0.972698755024017	1	1	1	1	1	1	1	1	1	1	1	1	0.837931034482759	1	1	1	1	1	1	1	1
MHC protein complex binding (GO:0023023)	0.764676740153579	1	1	1	1	1	1	1	1	1	1	1	0.536856368563686	1	0.723563733310024	0.199647887323944	1	1	0.112678855325914	0.147253603428126	0.0634630451815095	0.376323649199023	1	0.392550540016616	0.123988628908813	1	1	1	0.0667372881355932	1	0.949470601486821	1	0.0996747824558319	0.865074626865672	1	0.214772727272727	1	0.10783055198973	1	1	1	0.438216039279869	1	0.918343653250774	1	1	1	1	1	0.343517396572616	1	1	0.997068803696484	1	1	1	0.601288343558282	0.322521258876129	1	0.587251828631139	1	0.613023952095808	0.936774661508704
exonuclease activity (GO:0004527)	1	1	1	1	1	1	1	1	1	1	1	1	0.962494095418044	1	1	0.962395854773901	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.926195426195426	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.873788690087502	0.97865414026655	1	1	1	1	1	1	1	1	1	1	1	1	1
phosphatidylinositol-3-phosphate binding (GO:0032266)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.205375253549696	0.368548771504095	0.811634674050781	0.923672153402342	1	1	1	1	1	1	0.834454301629874	1	0.589124913414916	1	1	1	1	1	1	0.842432636615462	1	1	1	1	1	1	1	1	1	1	0.735988132214547	1	1	1	1	0.842079207920792	0.552272727272727	1	0.537371926229508	1	1	1	1	1	1
SH3 domain binding (GO:0017124)	1	1	1	1	1	1	1	1	1	1	1	1	0.805929038281979	0.971239121425611	1	1	0.935245789609561	1	0.32055458338942	0.281889204545455	0.794807632155145	1	1	1	1	1	1	1	0.78131298589116	1	0.573548668703623	1	0.586457134277564	1	1	1	1	0.135419154525914	1	1	1	1	1	1	0.832477976773101	1	1	1	1	1	0.632911063807694	1	1	1	1	1	0.957153166155511	0.686684865028814	1	0.905938914027149	1	1	1
leak channel activity (GO:0022840)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.132631578947368	1	1	0.216667824636976	0.850225311822334	0.510787511118207	0.413989485981308	1	1	1	1	1	1	0.221988895216401	0.978082961140381	0.4921875	1	1	1	1	1	1	0.671138291576248	1	1	1	0.972698755024017	1	0.562189054726368	0.776984246061515	0.991902344694223	1	0.779253926701571	1	0.962854251012146	0.692504331524981	1	0.530619651011583	0.889988086805332	1	1	0.645418326693227	1	1	1	1	0.786650223523971	1
acetylgalactosaminyltransferase activity (GO:0008376)	0.904554956540874	1	1	1	1	1	1	1	1	1	1	1	1	0.898504077866832	1	0.711512501188326	0.857755775577558	1	0.54490323435843	1	0.877338230259267	1	1	0.991922234392114	0.575050709939148	1	1	1	1	1	1	1	1	1	1	0.583386683738796	1	1	1	1	1	1	1	1	1	1	1	1	0.964285714285714	0.884606025907107	1	1	0.598383084577114	0.920454545454545	1	0.621132943143813	0.811896955503513	1	1	0.868792270531401	1	1	1
alpha-actinin binding (GO:0051393)	0.4375	1	1	0.853472438492681	1	1	1	1	1	1	1	1	1	0.704419126849739	1	0.171280612795339	1	1	1	0.6260074635105	0.761676422966745	1	1	1	1	0.749155860044042	1	1	1	0.963057324840764	1	1	1	1	1	0.880282904950836	1	0.811739441660702	1	1	1	1	1	1	1	1	1	1	0.964285714285714	0.497872340425532	1	1	1	0.761517558746057	1	1	0.917871789337362	0.680892016661404	1	0.720051249199231	1	1	1
monovalent inorganic cation transmembrane transporter activity (GO:0015077)	1	1	1	1	1	0.981818181818182	1	1	1	1	1	1	1	1	1	0.213298222514812	1	1	1	1	0.792727272727273	1	1	0.770471464019851	1	1	1	1	0.96969787437306	0.634719710669078	0.397584729255941	1	1	1	1	0.759519725557462	1	1	1	1	1	1	1	1	0.927824206650693	0.964681374869804	1	1	1	1	1	1	1	1	1	1	0.67087786259542	1	1	1	1	0.880342105263158	1
GABA-A receptor activity (GO:0004890)	0.193152784874808	1	1	1	1	1	1	1	1	1	1	1	0.654876033057851	0.984457367584303	0.473058013765978	0.258323581172225	1	1	0.973017379874398	0.651948947913073	0.630898366606171	1	0.483375959079284	0.385660005629046	0.212359550561798	1	1	1	0.280090770156995	1	0.673724176808038	1	0.64621409921671	1	1	0.835227272727273	1	0.819874338113837	1	1	1	1	1	1	0.941586748038361	0.597841561423651	1	1	0.964285714285714	0.884606025907107	0.874274810631613	0.178616431451613	1	0.966601678392812	1	0.87878947368421	0.624720670391061	1	1	0.979627410393289	1	1	0.93420474516696
endoribonuclease activity (GO:0004521)	1	1	1	1	1	1	1	1	1	1	1	1	1	0.277329420396185	1	0.867781730114281	1	1	0.943548387096774	1	1	1	1	1	1	1	1	1	1	1	0.638580931263858	1	1	1	1	1	1	1	1	1	1	1	1	1	0.941586748038361	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978)	0.338995568685377	1	1	1	1	1	1	1	1	1	1	1	1	0.424242424242424	1	0.0521235521235521	1	1	0.127073061407441	0.500598086124402	0.0292057278252807	0.393932376100046	1	0.380090497737557	0.268465909090909	1	1	1	0.081019290307216	1	0.0959112657677251	1	0.672554347826087	1	1	1	1	0.255339680905816	1	1	1	1	1	1	0.65515049974002	1	1	1	0.794813387068512	0.884606025907107	0.765067466266867	0.770623042116255	0.758101158101158	1	1	1	0.114777327935223	1	1	1	1	0.266272189349112	0.666580943808667
lysine N-methyltransferase activity (GO:0016278)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.718230135530162	1	1	1	1	0.767221584385763	1	1	0.66283185840708	1	1	1	1	0.43827296819788	1	0.747829681686647	1	0.991258741258741	1	1	1	1	0.368181818181818	1	1	1	1	1	1	0.941586748038361	1	1	1	1	1	1	1	1	1	1	1	0.997595755264467	1	1	1	1	1	1
peptidase activator activity (GO:0016504)	0.364513018322083	1	1	1	1	1	1	1	1	1	1	1	0.465843621399177	0.81681767325538	0.816738816738817	0.226451612903226	1	1	0.367392380009896	1	0.829585707685199	0.768364485981308	1	0.902879869590811	0.598959579048075	1	1	1	0.465580076938652	1	0.431415648645221	1	1	0.865074626865672	1	0.627820069204152	1	0.257838612127964	1	1	1	0.445309153220049	1	1	1	0.718784923295743	1	1	1	1	1	1	1	1	1	0.87878947368421	0.139064320313937	1	1	0.836807623585467	1	0.192464358452138	0.581083347308402
phosphoprotein phosphatase activity (GO:0004721)	1	1	1	1	1	1	1	1	1	1	1	1	1	0.984457367584303	1	1	1	1	0.212797898292363	0.457302319579314	0.95594814805096	0.768364485981308	1	0.987471910112359	1	1	1	1	0.524712328767123	1	0.571057513914657	1	1	1	1	1	1	1	1	1	1	1	1	1	0.752830188679245	0.964681374869804	1	1	1	1	1	1	1	1	1	1	0.483122501147014	1	1	1	1	1	0.840393996247655
muscle alpha-actinin binding (GO:0051371)	0.717948717948718	1	1	0.713942307692308	1	1	1	1	1	1	1	1	1	0.984457367584303	1	0.258323581172225	1	1	1	0.409451977854449	0.842072673944924	1	1	1	1	0.565452445937434	1	1	1	0.5039592760181	1	1	1	1	1	1	1	0.969967218809022	1	1	1	1	1	1	0.791462742124492	1	1	1	1	0.703441011235955	0.980532205002788	1	1	0.788771132444142	1	1	0.937728393594581	0.8070905285191	1	1	1	1	1
anion:cation symporter activity (GO:0015296)	1	1	1	1	1	1	1	1	1	0.862576064908722	1	1	1	0.984457367584303	0.646163882481769	0.342687997436812	0.684973025398557	1	0.821910463765526	1	0.698882445472261	0.935461956521739	1	1	1	0.749155860044042	1	0.717267552182163	0.394904692082111	1	0.573548668703623	0.810926460344313	0.64621409921671	1	1	1	1	0.497424272198984	1	1	1	1	1	1	1	0.955274261603375	1	1	1	0.884606025907107	1	1	0.933562857430963	1	1	1	0.956146657081237	1	1	0.795022142037067	1	0.633153638814016	0.88729958269273
damaged DNA binding (GO:0003684)	1	1	1	0.597952853598015	1	1	1	1	1	1	1	1	1	1	1	0.655051285654068	1	1	0.552936380422532	0.29143346659052	1	1	1	0.991922234392114	1	1	1	1	1	1	0.969511019726274	1	0.517195945945946	1	1	1	1	1	1	1	1	1	1	1	0.752830188679245	1	1	1	0.754658385093168	1	1	1	0.750897455907601	1	1	1	1	0.458993350273017	1	1	1	1	1
protein kinase regulator activity (GO:0019887)	0.880022962112514	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.53066307106599	1	1	0.112678855325914	0.774003534262714	0.0416544225683221	0.393932376100046	1	0.176819126819127	0.710526315789474	0.977102109537486	1	1	0.34468085106383	0.833061251142745	0.620997936883931	1	0.942776671794408	1	1	1	1	0.422265023112481	1	1	1	1	1	1	0.919020618556701	1	1	1	1	1	0.765067466266867	0.242245578056908	1	1	1	1	1	1	1	1	1	0.866688503111693	1
single-stranded RNA binding (GO:0003727)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.953906760583836	1	0.212797898292363	0.430564784053156	0.043375152998776	1	1	0.495629370629371	1	1	1	1	0.081019290307216	1	0.590898564150069	1	0.0996747824558319	1	1	1	1	0.219159753813219	1	0.84256993006993	1	1	1	1	1	0.955274261603375	0.608300395256917	1	1	1	0.490749756572541	1	1	1	1	1	1	0.894861660079051	1	0.868792270531401	1	0.908653846153846	1
