pathway	pval
Differentiation Pathway WP2848	0.134495728350638
Differentiation of white and brown adipocyte    WP2895	0.0261783471347936
Dopaminergic Neurogenesis WP2855	0.430285121995726
Drug Induction of Bile Acid Pathway WP2289	0.94986957378731
EBV LMP1 signaling WP262	0.249975400155457
EGF/EGFR Signaling Pathway WP437	0.955325981411536
EPO Receptor Signaling WP581	0.0876259489200807
ESC Pluripotency Pathways WP3931	0.159605539064506
Ebola Virus Pathway on Host WP4217	0.0488178364726755
Ectoderm Differentiation WP2858	0.403279128074768
Eicosanoid Synthesis WP167	0.867549079513933
Electron Transport Chain (OXPHOS system in mitochondria) WP111	0.254282159935259
Endochondral Ossification WP474	0.958624710291336
Endoderm Differentiation WP2853	0.823883114225578
Endometrial cancer WP4155	0.69571031466708
Endothelin Pathways WP2197	0.584867860067552
Energy Metabolism WP1541	0.928681149876316
Epithelial to mesenchymal transition in colorectal cancer WP4239	0.547535548166852
ErbB Signaling Pathway WP673	0.509329696673221
Estrogen metabolism WP697	0.163292303087716
Estrogen signaling pathway WP712	0.675471106622073
Ethanol effects on histone modifications WP3996	0.428280759729426
Eukaryotic Transcription Initiation WP405	0.570738420158284
Exercise-induced Circadian Regulation WP410	0.431375419072681
Extracellular vesicle-mediated signaling in recipient cells WP2870	0.139357989997749
Extracellular vesicles in the crosstalk of cardiac cells WP4300	0.378796135515108
Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling WP3850	0.69184110654505
Farnesoid X Receptor  Pathway WP2879	0.190700122855201
Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation WP314	0.271586003775123
Fatty Acid Beta Oxidation WP143	0.852110636841391
Fatty Acid Biosynthesis WP357	0.772195386916642
Fatty Acid Omega Oxidation WP206	0.0582126132251129
Ferroptosis WP4313	0.88117073259943
Fibrin Complement Receptor 3 Signaling Pathway WP4136	0.193495405270103
Fluoropyrimidine Activity WP1601	0.558408609664515
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932	0.887122939884622
Focal Adhesion WP306	0.70537623788645
Folate Metabolism WP176	0.40314500369042
Follicle Stimulating Hormone (FSH) signaling pathway WP2035	0.53702971966351
G1 to S cell cycle control WP45	0.493841241514576
G13 Signaling Pathway WP524	0.494812001076869
GABA receptor Signaling WP4159	0.0451951519802231
GPCRs, Class A Rhodopsin-like WP455	0.036659449278885
GPCRs, Class B Secretin-like WP334	0.472061019407224
GPCRs, Class C Metabotropic glutamate, pheromone WP501	0.960611462905252
GPCRs, Other WP117	0.0353173142165464
GPR40 Pathway WP3958	0.152883525434656
G Protein Signaling Pathways WP35	0.219624653905081
Gastric Cancer Network 1 WP2361	0.23740569333555
Gastric Cancer Network 2 WP2363	0.657128090544932
Genes related to primary cilium development (based on CRISPR) WP4536	0.59358911892007
Genotoxicity pathway WP4286	0.197917767845768
Globo Sphingolipid Metabolism WP1424	0.959460157804436
Glucuronidation WP698	0.0985080725132812
Glutathione metabolism WP100	0.724787190023419
Glycerophospholipid Biosynthetic Pathway WP2533	0.565412038144651
Glycogen Synthesis and Degradation WP500	0.0727558350235904
Glycolysis and Gluconeogenesis WP534	0.103065894636919
Glycosylation and related congenital defects. WP4521	0.287665186056577
Hair Follicle Development: Cytodifferentiation (Part 3 of 3) WP2840	0.432483963520761
Heart Development WP1591	0.573507502614403
Hedgehog Signaling Pathway WP47	0.992298656941356
Hedgehog Signaling Pathway WP4249	0.908142377634521
Hematopoietic Stem Cell Differentiation WP2849	0.12025639885961
Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex WP3657	0.00162803586328281
Hepatitis C and Hepatocellular Carcinoma WP3646	0.918203337313163
Hereditary leiomyomatosis and renal cell carcinoma pathway WP4206	0.344956899907968
Hippo-Merlin Signaling Dysregulation WP4541	0.778358160287464
Hippo-Yap signaling pathway WP4537	0.691081858091325
Histone Modifications WP2369	0.582920137805852
Human Complement System WP2806	0.209650600633519
Human Thyroid Stimulating Hormone (TSH) signaling pathway WP2032	0.372289335309509
Hypertrophy Model WP516	0.924749872707741
Hypothesized Pathways in Pathogenesis of Cardiovascular Disease WP3668	0.221305449803225
ID signaling pathway WP53	0.648576923799901
IL-1 signaling pathway WP195	0.573363665835485
IL-2 Signaling Pathway WP49	0.0314790100971812
IL-3 Signaling Pathway WP286	0.0454640442827097
IL-4 Signaling Pathway WP395	0.185979735477026
IL-5 Signaling Pathway WP127	0.146757602309114
IL-6 signaling pathway WP364	0.0828646715175775
IL-7 Signaling Pathway WP205	0.00149555759031977
IL-9 Signaling Pathway WP22	0.0460331742842075
IL1 and megakaryocytes in obesity WP2865	0.623801223551789
IL17 signaling pathway WP2112	0.703027094974822
Imatinib and Chronic Myeloid Leukemia WP3640	0.450508281788831
Inflammatory Response Pathway WP453	0.0614357230881835
Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells WP4301	0.441028274028838
Initiation of transcription and translation elongation at the HIV-1 LTR WP3414	0.249769413213185
Insulin Signaling WP481	0.376325396731037
Integrated Breast Cancer Pathway WP1984	0.768036414908877
Integrated Cancer Pathway WP1971	0.894617072666733
Integrin-mediated Cell Adhesion WP185	0.0865596190490547
Interactome of polycomb repressive complex 2 (PRC2)  WP2916	0.63197273214261
Interferon type I signaling pathways WP585	0.00671629829238474
Interleukin-11 Signaling Pathway WP2332	0.0168925369281414
Intraflagellar transport proteins binding to dynein WP4532	0.836142828746405
Kit receptor signaling pathway WP304	0.203990640353948
Leptin Insulin Overlap WP3935	0.518797592577626
Leptin signaling pathway WP2034	0.64917472247883
Lipid Metabolism Pathway WP3965	0.737838817986671
LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258	0.170748778886128
Lung fibrosis WP3624	0.413749311120462
MAPK Cascade WP422	0.373443487371295
MAPK Signaling Pathway WP382	0.45938388164806
MECP2 and Associated Rett Syndrome WP3584	0.236498505117056
MET in type 1 papillary renal cell carcinoma WP4205	0.111056175803961
MTHFR deficiency WP4288	0.0972365955476179
Mammary gland development pathway - Embryonic development (Stage 1 of 4) WP2813	0.759039861217211
Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4) WP2817	0.790906676712131
Matrix Metalloproteinases WP129	0.789801428292509
Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms WP4534	0.291891328881846
Melatonin metabolism and effects WP3298	0.148764041317053
Mesodermal Commitment Pathway WP2857	0.960196115031749
Metabolic pathway of LDL, HDL and TG, including diseases WP4522	0.181792533066539
Metabolic reprogramming in colon cancer WP4290	0.603215529321903
Metapathway biotransformation Phase I and II WP702	0.77935406644584
Methionine De Novo and Salvage Pathway WP3580	0.540162329907233
MicroRNAs in cardiomyocyte hypertrophy WP1544	0.00390527468093225
Microglia Pathogen Phagocytosis Pathway WP3937	0.020945028439081
Mitochondrial Gene Expression WP391	0.00669148895564238
Mitochondrial LC-Fatty Acid Beta-Oxidation WP368	0.586568541438743
Mitochondrial complex I assembly model OXPHOS system WP4324	0.823450934766791
Monoamine GPCRs WP58	0.754336778414326
Monoamine Transport WP727	0.372754554277201
Myometrial Relaxation and Contraction Pathways WP289	0.520886094387589
NAD+ biosynthetic pathways WP3645	0.976648058436144
NAD+ metabolism WP3644	0.497861010403681
NO/cGMP/PKG mediated Neuroprotection WP4008	0.382459284732451
NOTCH1 regulation of human endothelial cell calcification WP3413	0.673231053874475
NRF2-ARE regulation WP4357	0.956360911543163
NRF2 pathway WP2884	0.736259081571686
Nanomaterial induced apoptosis WP2507	0.0269919874842748
Nanoparticle-mediated activation of receptor signaling WP2643	0.477797280354916
Nanoparticle triggered autophagic cell death WP2509	0.601121883328087
Neovascularisation processes WP4331	0.447076459499985
Neural Crest Differentiation WP2064	0.819532495987242
Nicotine Activity on Dopaminergic Neurons WP1602	0.48731024516918
Non-genomic actions of 1,25 dihydroxyvitamin D3 WP4341	0.137124067990663
Non-small cell lung cancer WP4255	0.162933723456937
Nonalcoholic fatty liver disease WP4396	0.431181163218288
Notch Signaling Pathway WP61	0.0240188902936675
Notch Signaling WP268	0.0216049693471393
Nuclear Receptors Meta-Pathway WP2882	0.598392374122704
Nuclear Receptors WP170	0.849323043015413
Nuclear Receptors in Lipid Metabolism and Toxicity WP299	0.67996270245493
Nucleotide-binding Oligomerization Domain (NOD) pathway WP1433	0.148563413174538
Nucleotide Metabolism WP404	0.295268986685687
Oligodendrocyte Specification and differentiation(including remyelination), leading to Myelin Components for CNS WP4304	0.72603745746544
Oncostatin M Signaling Pathway WP2374	0.745170005690742
One Carbon Metabolism WP241	0.104605886295485
One carbon metabolism and related pathways WP3940	0.0744467100000411
Osteoclast Signaling WP12	0.126451663403954
Ovarian Infertility Genes WP34	0.455416964861906
Overview of nanoparticle effects WP3287	0.266435253925805
Oxidation by Cytochrome P450 WP43	0.459184506019375
Oxidative Damage WP3941	0.0662258612400509
Oxidative Stress WP408	0.810952441450642
Oxidative phosphorylation WP623	0.983345845337439
Oxysterols derived from cholesterol WP4545	0.691765586006131
PDGFR-beta pathway WP3972	0.986702190629443
PDGF Pathway WP2526	0.343718586134994
PI3K-AKT-mTOR signaling pathway and therapeutic opportunities WP3844	0.495229577814379
PI3K-Akt Signaling Pathway WP4172	0.758095952031602
PI3K/AKT/mTOR - VitD3 Signalling WP4141	0.0565440046934413
PPAR Alpha Pathway WP2878	0.714323069493818
PPAR signaling pathway WP3942	0.773023149330949
Pancreatic adenocarcinoma pathway WP4263	0.85583829009679
Parkin-Ubiquitin Proteasomal System pathway WP2359	0.372352937302296
Parkinsons Disease Pathway WP2371	0.160795621810358
Pathogenic Escherichia coli infection WP2272	0.479546874198966
Pathways Affected in Adenoid Cystic Carcinoma WP3651	0.927357576047858
Pathways Regulating Hippo Signaling WP4540	0.936147327712549
Pathways in clear cell renal cell carcinoma WP4018	0.285156619520634
Peptide GPCRs WP24	0.155731815631536
Phosphodiesterases in neuronal function WP4222	0.333563336779626
Photodynamic therapy-induced AP-1 survival signaling. WP3611	0.27949266202798
Photodynamic therapy-induced HIF-1 survival signaling WP3614	0.93975353061118
Photodynamic therapy-induced NF-kB survival signaling WP3617	0.484694890618559
Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling WP3612	0.0648201746848935
Photodynamic therapy-induced unfolded protein response WP3613	0.275571144005964
Physiological and Pathological Hypertrophy  of the Heart WP1528	0.00935780314542743
Phytochemical activity on NRF2 transcriptional activation WP3	0.746426714814335
Platelet-mediated interactions with vascular and circulating cells WP4462	0.226773895923924
Prader-Willi and Angelman Syndrome WP3998	0.733203677691957
Pregnane X Receptor pathway WP2876	0.0227445033359381
Preimplantation Embryo WP3527	0.735350661053443
Primary Focal Segmental Glomerulosclerosis FSGS WP2572	0.829269614523515
Prion disease pathway WP3995	0.131883656849428
Prolactin Signaling Pathway WP2037	0.0431281553131176
Prostaglandin Synthesis and Regulation WP98	0.960598838348425
Proteasome Degradation WP183	0.128951947882159
Pyrimidine metabolism WP4022	0.459228791272367
RAC1/PAK1/p38/MMP2 Pathway WP3303	0.657102142345917
RANKL/RANK (Receptor activator of NFKB (ligand)) Signaling Pathway WP2018	0.0113862697631106
RIG-I-like Receptor Signaling WP3865	0.0664395593417159
Ras Signaling WP4223	0.134717308563258
Regulation of Actin Cytoskeleton WP51	0.854458735277372
Regulation of Apoptosis by Parathyroid Hormone-related Protein WP3872	0.880995005870742
Regulation of Microtubule Cytoskeleton WP2038	0.900594201595132
Regulation of Wnt/B-catenin Signaling by Small Molecule Compounds WP3664	0.79289326903584
Regulation of sister chromatid separation at the metaphase-anaphase transition WP4240	0.715461269235539
Regulation of toll-like receptor signaling pathway WP1449	0.129274510286381
Resistin as a regulator of inflammation WP4481	0.147725163535902
Retinoblastoma Gene in Cancer WP2446	0.755573584270652
Rett syndrome causing genes WP4312	0.287730394403803
Role of Osx and miRNAs in tooth development WP3971	0.778415939169935
SREBF and miR33 in cholesterol and lipid homeostasis WP2011	0.613302754523061
Selective expression of chemokine receptors during T-cell polarization WP4494	0.0205670894580983
Selenium Metabolism and Selenoproteins WP28	0.158441327497121
Selenium Micronutrient Network WP15	0.797842354996023
Senescence and Autophagy in Cancer WP615	0.749437389048296
Serotonin Receptor 2 and ELK-SRF/GATA4 signaling WP732	0.0885968351081272
Serotonin Receptor 4/6/7 and NR3C Signaling WP734	0.452828866141247
Serotonin and anxiety WP3947	0.964872402329687
Signal Transduction of S1P Receptor WP26	0.86529344473119
Signal transduction through IL1R WP4496	0.224354766927326
Signaling Pathways in Glioblastoma WP2261	0.656571387299011
Signaling of Hepatocyte Growth Factor Receptor WP313	0.315448893978694
Simplified Depiction of MYD88 Distinct Input-Output Pathway WP3877	0.729312881379731
Simplified Interaction Map Between LOXL4 and Oxidative Stress Pathway WP3670	0.287918445790579
Sleep regulation WP3591	0.0347144365800959
Small Ligand GPCRs WP247	0.341963663454827
Sphingolipid pathway WP1422	0.152188529007984
Spinal Cord Injury WP2431	0.408540760868242
Splicing factor NOVA regulated synaptic proteins WP4148	0.135528503723156
Statin Pathway WP430	0.0698533064222921
Sterol Regulatory Element-Binding Proteins (SREBP) signalling WP1982	0.013231989513912
Striated Muscle Contraction Pathway WP383	0.759976061610936
Structural Pathway of Interleukin 1 (IL-1) WP2637	0.892553456811189
Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706	0.482642283149121
Synaptic Vesicle Pathway WP2267	0.892461366595281
Synaptic signaling pathways associated with autism spectrum disorder WP4539	0.400989545814383
T-Cell Receptor and Co-stimulatory Signaling WP2583	0.00885057801291203
T-Cell antigen Receptor (TCR)  Signaling Pathway WP69	0.0610061841649015
T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection WP3863	0.00238169681337005
TCA Cycle (aka Krebs or citric acid cycle) WP78	0.986332861400829
TCA Cycle and Deficiency of Pyruvate Dehydrogenase complex (PDHc) WP2453	0.111999849376564
TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition WP3859	0.561959615816046
TGF-beta Receptor Signaling WP560	0.0716053143896964
TGF-beta Signaling Pathway WP366	0.707138955162154
TLR4 Signaling and Tolerance WP3851	0.0599850402864116
TNF alpha Signaling Pathway WP231	0.150622399438211
TNF related weak inducer of apoptosis (TWEAK) Signaling Pathway WP2036	0.299666023473537
TP53 Network WP1742	0.811672611348848
TYROBP Causal Network WP3945	0.0519255712005725
Tamoxifen metabolism WP691	0.754749451994759
Target Of Rapamycin (TOR) Signaling WP1471	0.496270579781698
The effect of progerin on the involved genes in Hutchinson-Gilford Progeria Syndrome WP4320	0.737761013946796
The human immune response to tuberculosis WP4197	0.1395185045392
Thermogenesis WP4321	0.863396903124681
Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway WP2203	0.0767466370960694
Toll-like Receptor Signaling Pathway WP75	0.131922644359988
Toll-like Receptor Signaling WP3858	0.17861094615442
Trans-sulfuration and one carbon metabolism WP2525	0.944267221787889
Transcription co-factors SKI and SKIL protein partners WP4533	0.67533980230249
Transcription factor regulation in adipogenesis WP3599	0.587525201178534
Translation Factors WP107	0.842732409765541
Triacylglyceride Synthesis WP325	0.977840548152106
Tryptophan catabolism leading to NAD+ production WP4210	0.58956967916911
Tryptophan metabolism WP465	0.988983901888276
Tumor suppressor activity of SMARCB1 WP4204	0.389670782454053
Type 2 papillary renal cell carcinoma WP4241	0.6424147871942
Type II diabetes mellitus WP1584	0.400456386702497
Type II interferon signaling (IFNG) WP619	0.173230480777983
Urea cycle and metabolism of amino groups WP497	0.778796293609068
VEGFA-VEGFR2 Signaling Pathway WP3888	0.635012987356068
Viral Acute Myocarditis WP4298	0.00797547374979471
Vitamin A and Carotenoid Metabolism WP716	0.656514467225543
Vitamin B12 Metabolism WP1533	0.345724132221778
Vitamin D Receptor Pathway WP2877	0.87996708562223
Vitamin D in inflammatory diseases WP4482	0.19288233324047
White fat cell differentiation WP4149	0.567719506824081
Wnt/beta-catenin Signaling Pathway in Leukemia WP3658	0.862199534030301
Wnt Signaling Pathway WP363	0.273304353521729
Wnt Signaling Pathway and Pluripotency WP399	0.457062321837883
Wnt Signaling WP428	0.222170076109079
Wnt Signaling in Kidney Disease WP4150	0.0539120552182513
Zinc homeostasis WP3529	0.746291382956442
mRNA Processing WP411	0.0584476832078075
miR-509-3p alteration of YAP1/ECM axis WP3967	0.392298563540616
miRNA Regulation of DNA Damage Response WP1530	0.268624069430444
miRNA regulation of p53 pathway in prostate cancer WP3982	0.553183054331745
miRNA regulation of prostate cancer signaling pathways WP3981	0.87596120181063
miRNA targets in ECM and membrane receptors WP2911	0.72950419526561
miRNAs involvement in the immune response in sepsis WP4329	0.31077856214609
miRs in Muscle Cell Differentiation WP2012	0.292306903825711
ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336	0.16488053305985
p38 MAPK Signaling Pathway WP400	0.533126734975127
